treatment,session,id,period,player,partner,tokens,partnertokens,decisionlengthms,allocation1,allocation2,allocation3,allocation4,partnerallocation1,partnerallocation2,partnerallocation3,partnerallocation4,earnings1,earnings2,earnings3,earnings4,battle1value,battle2value,battle3value,battle4value,battle1location,battle2location,battle3location,battle4location,battle1color,battle2color,battle3color,battle4color,win1,win2,win3,win4
7,17,61716,5,16,5,160,200,9438,70,30,30,30,0,65,60,75,16.5,0,14.5,14.5,16.5,14.5,14.5,14.5,4,1,2,3,0,0,0,0,1,0,1,1
7,17,61716,6,16,2,160,200,9641,70,30,30,30,80,45,37.3,37.7,0,14.5,14.5,14.5,16.5,14.5,14.5,14.5,2,1,4,3,0,0,0,0,0,1,1,1
7,17,61716,7,16,6,160,200,12215,70,30,30,30,170,10,10,10,0,14.5,0,14.5,16.5,14.5,14.5,14.5,2,3,4,1,0,0,0,0,0,1,0,1
7,17,61716,8,16,4,160,200,8486,70,30,30,30,50,50,50,50,16.5,14.5,14.5,14.5,16.5,14.5,14.5,14.5,4,1,3,2,0,0,0,0,1,1,1,1
7,17,61716,9,16,2,160,200,8143,70,30,30,30,80,45,35,40,0,0,0,0,16.5,14.5,14.5,14.5,1,3,2,4,0,0,0,0,0,0,0,0
7,17,61716,10,16,4,160,200,8003,70,30,30,30,75,0,50,75,0,14.5,14.5,14.5,16.5,14.5,14.5,14.5,2,1,3,4,0,0,0,0,0,1,1,1
7,17,61716,11,16,6,160,200,10015,70,30,30,30,101,33,33,33,16.5,14.5,14.5,14.5,16.5,14.5,14.5,14.5,4,1,3,2,0,0,0,0,1,1,1,1
7,17,61716,12,16,6,160,200,15839,70,30,30,30,101,33,33,33,0,0,0,0,16.5,14.5,14.5,14.5,1,4,3,2,0,0,0,0,0,0,0,0
7,17,61716,13,16,4,160,200,8798,70,30,30,30,80,20,20,80,16.5,0,0,0,16.5,14.5,14.5,14.5,1,4,3,2,0,0,0,0,1,0,0,0
7,17,61716,14,16,2,160,200,13276,55,35,35,35,100.1,33.3,33.3,33.3,0,0,14.5,0,16.5,14.5,14.5,14.5,4,1,2,3,0,0,0,0,0,0,1,0
7,17,61716,15,16,7,160,200,10109,70,30,30,30,50,50,50,50,16.5,0,0,0,16.5,14.5,14.5,14.5,2,4,3,1,0,0,0,0,1,0,0,0
7,17,61716,16,16,1,160,200,8642,70,30,30,30,110,30,30,30,0,14.5,0,14.5,16.5,14.5,14.5,14.5,2,3,1,4,0,0,0,0,0,1,0,1
7,17,61716,17,16,1,160,200,7067,70,30,30,30,107,31,31,31,16.5,0,0,14.5,16.5,14.5,14.5,14.5,1,3,2,4,0,0,0,0,1,0,0,1
7,17,61716,18,16,7,160,200,6911,70,30,30,30,50,50,50,50,0,14.5,14.5,14.5,16.5,14.5,14.5,14.5,2,4,1,3,0,0,0,0,0,1,1,1
7,17,61716,19,16,2,160,200,7847,70,30,30,30,85,40,40,35,16.5,0,0,14.5,16.5,14.5,14.5,14.5,3,1,4,2,0,0,0,0,1,0,0,1
7,17,61716,20,16,2,160,200,6770,70,30,30,30,90,32.5,40,37.5,16.5,0,14.5,14.5,16.5,14.5,14.5,14.5,4,2,3,1,0,0,0,0,1,0,1,1
5,18,5181,1,1,10,200,160,21949,70,70,60,0,35,70,40,15,15,15,15,0,15,15,15,15,4,2,1,3,0,0,0,0,1,1,1,0
5,18,5181,2,1,16,200,160,18049,60,70,70,0,60,40,45,15,0,15,15,0,15,15,15,15,4,2,3,1,0,0,0,0,0,1,1,0
5,18,5181,3,1,15,200,160,59608,0.1,69.8,70,60.1,70,30,20,40,0,15,15,15,15,15,15,15,3,2,4,1,0,0,0,0,0,1,1,1
5,18,5181,4,1,10,200,160,45349,1,69,60,70,25,30,40,65,15,15,15,15,15,15,15,15,3,2,4,1,0,0,0,0,1,1,1,1
5,18,5181,5,1,10,200,160,27784,69,60,70,1,5,70,40,45,15,0,0,0,15,15,15,15,4,3,2,1,0,0,0,0,1,0,0,0
5,18,5181,6,1,10,200,160,29063,1,60,69,70,40,70,45,5,0,0,0,15,15,15,15,15,4,2,3,1,0,0,0,0,0,0,0,1
5,18,5181,7,1,11,200,160,41090,55,5,70,70,60,20,60,20,0,0,15,15,15,15,15,15,1,3,4,2,0,0,0,0,0,0,1,1
5,18,5181,8,1,14,200,160,42947,70,70,5,55,40,40,40,40,15,15,0,15,15,15,15,15,4,1,2,3,0,0,0,0,1,1,0,1
5,18,5181,9,1,15,200,160,53492,75,40,5,80,35,9,105,11,0,15,0,15,15,15,15,15,2,4,1,3,0,0,0,0,0,1,0,1
5,18,5181,10,1,10,200,160,31075,40,75,80,5,45,40,70,5,15,0,0,0,15,15,15,15,1,2,3,4,0,0,0,0,1,0,0,0
5,18,5181,11,1,11,200,160,35006,70,20,40,70,60,70,15,15,15,0,15,0,15,15,15,15,3,4,1,2,0,0,0,0,1,0,1,0
5,18,5181,12,1,14,200,160,28345,2,60,70,68,15,35,35,75,0,15,0,0,15,15,15,15,2,1,3,4,0,0,0,0,0,1,0,0
5,18,5181,13,1,16,200,160,27581,50,50,50,50,60,30,45,25,15,0,0,15,15,15,15,15,4,1,2,3,0,0,0,0,1,0,0,1
5,18,5181,14,1,12,200,160,21044,100,25,50,25,40,40,40,40,15,15,15,15,15,15,15,15,1,4,2,3,0,0,0,0,1,1,1,1
5,18,5181,15,1,9,200,160,17597,25,50,100,25,79,1,1,79,0,15,15,0,15,15,15,15,3,4,1,2,0,0,0,0,0,1,1,0
5,18,5181,16,1,14,200,160,28064,25,90,25,60,40,75,10,35,0,0,0,0,15,15,15,15,4,3,1,2,0,0,0,0,0,0,0,0
5,18,5181,17,1,12,200,160,22558,20,20,60,100,20,100,10,30,0,0,15,15,15,15,15,15,4,2,1,3,0,0,0,0,0,0,1,1
5,18,5181,18,1,9,200,160,10889,20,60,100,20,50,30,30,50,0,0,15,0,15,15,15,15,3,4,1,2,0,0,0,0,0,0,1,0
5,18,5181,19,1,14,200,160,28673,69,60,70,1,25,50,75,10,15,15,0,15,15,15,15,15,4,2,1,3,0,0,0,0,1,1,0,1
5,18,5181,20,1,16,200,160,43087,69,70,60,1,15,60,40,45,15,15,15,0,15,15,15,15,4,2,1,3,0,0,0,0,1,1,1,0
5,18,5182,1,2,9,200,160,25958,50,50,50,50,59,50.3,50.3,0.4,0,15,15,15,15,15,15,15,1,4,3,2,0,0,0,0,0,1,1,1
5,18,5182,2,2,15,200,160,8783,50,50,50,50,50,20,50,40,15,15,0,0,15,15,15,15,2,3,1,4,0,0,0,0,1,1,0,0
5,18,5182,3,2,12,200,160,45583,50,50,75,25,30,30,50,50,15,15,15,0,15,15,15,15,3,4,2,1,0,0,0,0,1,1,1,0
5,18,5182,4,2,14,200,160,24211,50,50,50,50,50,70,0,40,0,0,15,15,15,15,15,15,2,4,1,3,0,0,0,0,0,0,1,1
5,18,5182,5,2,9,200,160,31380,50,50,75,25,10,75,75,0,15,0,15,15,15,15,15,15,3,2,1,4,0,0,0,0,1,0,1,1
5,18,5182,6,2,14,200,160,17722,50,50,50,50,40,40,40,40,15,15,0,15,15,15,15,15,3,2,1,4,0,0,0,0,1,1,0,1
5,18,5182,7,2,16,200,160,18704,50,50,50,50,60,55,30,15,15,0,0,15,15,15,15,15,4,3,2,1,0,0,0,0,1,0,0,1
5,18,5182,8,2,16,200,160,21778,50,25,50,75,45,30,70,15,15,15,15,15,15,15,15,15,4,2,1,3,0,0,0,0,1,1,1,1
5,18,5182,9,2,16,200,160,19344,75,25,50,50,60,45,25,30,15,15,0,15,15,15,15,15,1,2,4,3,0,0,0,0,1,1,0,1
5,18,5182,10,2,13,200,160,6536,50,50,50,50,40,45,40,35,15,0,15,15,15,15,15,15,2,1,4,3,0,0,0,0,1,0,1,1
5,18,5182,11,2,10,200,160,13338,50,25,50,75,5,45,70,40,15,0,0,15,15,15,15,15,4,2,3,1,0,0,0,0,1,0,0,1
5,18,5182,12,2,16,200,160,47658,50,30,20,100,45,30,15,70,0,0,15,15,15,15,15,15,4,1,2,3,0,0,0,0,0,0,1,1
5,18,5182,13,2,10,200,160,4664,50,50,50,50,40,45,5,70,15,0,15,15,15,15,15,15,2,1,4,3,0,0,0,0,1,0,1,1
5,18,5182,14,2,15,200,160,9890,50,75,50,25,60,55,25,20,0,15,15,15,15,15,15,15,2,4,1,3,0,0,0,0,0,1,1,1
5,18,5182,15,2,14,200,160,9859,50,50,50,50,35,75,15,35,0,15,15,0,15,15,15,15,1,4,3,2,0,0,0,0,0,1,1,0
5,18,5182,16,2,12,200,160,7987,50,50,50,50,40,40,40,40,15,15,15,0,15,15,15,15,1,4,3,2,0,0,0,0,1,1,1,0
5,18,5182,17,2,11,200,160,46072,25,100,25,50,30,30,50,50,15,15,15,0,15,15,15,15,2,1,3,4,0,0,0,0,1,1,1,0
5,18,5182,18,2,16,200,160,37003,45,30,65,60,15,60,40,45,0,0,15,0,15,15,15,15,4,2,1,3,0,0,0,0,0,0,1,0
5,18,5182,19,2,10,200,160,4898,50,50,50,50,40,45,5,70,15,0,0,0,15,15,15,15,2,4,1,3,0,0,0,0,1,0,0,0
5,18,5182,20,2,13,200,160,4711,50,50,50,50,20,100,20,20,15,0,15,0,15,15,15,15,1,4,2,3,0,0,0,0,1,0,1,0
5,18,5183,1,3,15,200,160,4914,50,50,50,50,60,45,20,35,15,15,15,15,15,15,15,15,3,4,2,1,0,0,0,0,1,1,1,1
5,18,5183,2,3,13,200,160,38298,75,25,25,75,50,30,30,50,15,0,15,0,15,15,15,15,4,1,2,3,0,0,0,0,1,0,1,0
5,18,5183,3,3,10,200,160,12542,50,50,50,50,25,30,65,40,15,15,0,15,15,15,15,15,4,2,3,1,0,0,0,0,1,1,0,1
5,18,5183,4,3,11,200,160,13978,50,50,50,50,60,10,60,30,0,15,15,0,15,15,15,15,1,3,4,2,0,0,0,0,0,1,1,0
5,18,5183,5,3,14,200,160,27206,50,50,50,50,40,60,40,20,15,0,15,15,15,15,15,15,3,2,1,4,0,0,0,0,1,0,1,1
5,18,5183,6,3,15,200,160,70470,40,60,60,40,27,35,75,23,0,15,0,0,15,15,15,15,3,2,4,1,0,0,0,0,0,1,0,0
5,18,5183,7,3,13,200,160,10187,50,50,50,50,40,40,40,40,0,15,15,0,15,15,15,15,2,3,1,4,0,0,0,0,0,1,1,0
5,18,5183,8,3,12,200,160,12090,50,50,50,50,40,20,40,60,0,0,15,15,15,15,15,15,1,3,2,4,0,0,0,0,0,0,1,1
5,18,5183,9,3,11,200,160,4883,50,50,50,50,20,60,20,60,15,0,15,15,15,15,15,15,2,4,3,1,0,0,0,0,1,0,1,1
5,18,5183,10,3,12,200,160,6068,50,50,50,50,60,60,20,20,0,0,15,0,15,15,15,15,1,2,3,4,0,0,0,0,0,0,1,0
5,18,5183,11,3,13,200,160,41028,60,40,40,60,40,40,40,40,15,15,15,0,15,15,15,15,4,1,3,2,0,0,0,0,1,1,1,0
5,18,5183,12,3,10,200,160,6926,50,50,50,50,40,70,45,5,15,15,0,15,15,15,15,15,3,1,2,4,0,0,0,0,1,1,0,1
5,18,5183,13,3,12,200,160,7020,50,50,50,50,40,30,30,60,0,15,15,0,15,15,15,15,1,4,2,3,0,0,0,0,0,1,1,0
5,18,5183,14,3,11,200,160,7192,60,40,60,40,40,40,40,40,0,15,15,15,15,15,15,15,4,1,3,2,0,0,0,0,0,1,1,1
5,18,5183,15,3,11,200,160,6505,40,60,60,40,40,40,40,40,0,15,0,15,15,15,15,15,1,2,3,4,0,0,0,0,0,1,0,1
5,18,5183,16,3,13,200,160,8845,50,50,50,50,40,40,40,40,0,0,0,0,15,15,15,15,4,2,3,1,0,0,0,0,0,0,0,0
5,18,5183,17,3,9,200,160,5507,50,50,50,50,40,40,40,40,15,15,0,15,15,15,15,15,4,1,2,3,0,0,0,0,1,1,0,1
5,18,5183,18,3,13,200,160,6037,50,50,50,50,40,40,40,40,15,15,15,15,15,15,15,15,4,1,3,2,0,0,0,0,1,1,1,1
5,18,5183,19,3,9,200,160,5070,50,50,50,50,30,50,50,30,15,15,0,15,15,15,15,15,1,3,2,4,0,0,0,0,1,1,0,1
5,18,5183,20,3,15,200,160,5273,50,50,50,50,40,40,40,40,0,0,15,0,15,15,15,15,4,1,2,3,0,0,0,0,0,0,1,0
5,18,5184,1,4,14,200,160,5944,1,39,80,80,60,30,20,50,0,15,0,0,15,15,15,15,4,2,1,3,0,0,0,0,0,1,0,0
5,18,5184,2,4,12,200,160,19937,50,50,50,50,40,30,30,60,0,15,0,0,15,15,15,15,1,3,2,4,0,0,0,0,0,1,0,0
5,18,5184,3,4,16,200,160,10546,50,50,50,50,30,55,15,60,15,0,15,0,15,15,15,15,3,1,2,4,0,0,0,0,1,0,1,0
5,18,5184,4,4,15,200,160,16483,55,50,55,40,30,100,20,10,0,0,0,15,15,15,15,15,2,4,3,1,0,0,0,0,0,0,0,1
5,18,5184,5,4,13,200,160,20452,40,30,100,30,40,45,45,30,15,15,0,0,15,15,15,15,3,1,4,2,0,0,0,0,1,1,0,0
5,18,5184,6,4,9,200,160,9797,50,50,50,50,75,10,0,75,15,15,15,15,15,15,15,15,3,2,1,4,0,0,0,0,1,1,1,1
5,18,5184,7,4,14,200,160,10982,50,50,50,50,35,45,45,35,15,15,15,0,15,15,15,15,4,3,2,1,0,0,0,0,1,1,1,0
5,18,5184,8,4,15,200,160,7660,50,50,50,50,12,29,100,19,0,15,0,15,15,15,15,15,4,1,3,2,0,0,0,0,0,1,0,1
5,18,5184,9,4,10,200,160,7316,50,50,50,50,70,5,40,45,0,15,15,0,15,15,15,15,3,4,1,2,0,0,0,0,0,1,1,0
5,18,5184,10,4,15,200,160,9532,50,50,50,50,60,19,51,30,0,15,15,0,15,15,15,15,1,4,3,2,0,0,0,0,0,1,1,0
5,18,5184,11,4,14,200,160,5429,50,50,50,50,40,20,10,90,15,15,15,15,15,15,15,15,1,4,2,3,0,0,0,0,1,1,1,1
5,18,5184,12,4,13,200,160,5975,50,50,50,50,40,40,40,40,0,15,15,15,15,15,15,15,2,4,1,3,0,0,0,0,0,1,1,1
5,18,5184,13,4,9,200,160,6989,50,50,50,50,5,5,70,80,15,15,15,0,15,15,15,15,1,4,2,3,0,0,0,0,1,1,1,0
5,18,5184,14,4,14,200,160,4337,50,50,50,50,35,15,75,35,0,15,0,15,15,15,15,15,4,2,1,3,0,0,0,0,0,1,0,1
5,18,5184,15,4,12,200,160,5507,50,50,50,50,100,20,20,20,0,15,0,0,15,15,15,15,1,3,4,2,0,0,0,0,0,1,0,0
5,18,5184,16,4,15,200,160,7036,50,50,50,50,40,40,40,40,15,15,0,0,15,15,15,15,1,4,3,2,0,0,0,0,1,1,0,0
5,18,5184,17,4,15,200,160,5164,50,50,50,50,70,70,10,10,0,0,15,15,15,15,15,15,1,2,3,4,0,0,0,0,0,0,1,1
5,18,5184,18,4,14,200,160,6162,50,50,50,50,15,75,35,35,15,0,0,15,15,15,15,15,1,3,4,2,0,0,0,0,1,0,0,1
5,18,5184,19,4,15,200,160,4040,50,50,50,50,53,53,53,1,15,0,15,15,15,15,15,15,1,3,2,4,0,0,0,0,1,0,1,1
5,18,5184,20,4,12,200,160,4025,50,50,50,50,30,45,55,30,0,15,15,0,15,15,15,15,3,2,1,4,0,0,0,0,0,1,1,0
5,18,5185,1,5,13,200,160,3697,75,25,75,25,40,40,40,40,15,15,0,0,15,15,15,15,2,3,4,1,0,0,0,0,1,1,0,0
5,18,5185,2,5,11,200,160,46238,25,10,90,75,20,60,60,20,15,0,0,0,15,15,15,15,4,1,3,2,0,0,0,0,1,0,0,0
5,18,5185,3,5,11,200,160,24929,50,50,50,50,20,60,60,20,15,0,0,0,15,15,15,15,3,2,4,1,0,0,0,0,1,0,0,0
5,18,5185,4,5,13,200,160,73226,75,25,75,25,45,30,45,40,15,15,0,0,15,15,15,15,3,1,2,4,0,0,0,0,1,1,0,0
5,18,5185,5,5,16,200,160,11996,90,10,10,90,45,30,60,25,15,0,0,0,15,15,15,15,4,2,1,3,0,0,0,0,1,0,0,0
5,18,5185,6,5,12,200,160,7722,50,50,50,50,40,60,40,20,0,0,15,0,15,15,15,15,1,3,4,2,0,0,0,0,0,0,1,0
5,18,5185,7,5,9,200,160,24929,95,10,5,90,40,0,100,20,15,15,0,15,15,15,15,15,2,3,1,4,0,0,0,0,1,1,0,1
5,18,5185,8,5,13,200,160,26068,10,95,5,90,40,40,40,40,0,15,0,0,15,15,15,15,4,1,2,3,0,0,0,0,0,1,0,0
5,18,5185,9,5,13,200,160,12308,10,90,5,95,45.5,34.5,35.5,44.5,0,15,0,15,15,15,15,15,3,2,1,4,0,0,0,0,0,1,0,1
5,18,5185,10,5,9,200,160,49016,100,2,3,95,100,60,0,0,0,0,15,15,15,15,15,15,3,1,4,2,0,0,0,0,0,0,1,1
5,18,5185,11,5,16,200,160,15834,100,3,95,2,55,60,30,15,15,0,15,0,15,15,15,15,2,1,3,4,0,0,0,0,1,0,1,0
5,18,5185,12,5,9,200,160,9682,100,3,2,95,80,0,60,20,15,15,15,15,15,15,15,15,2,1,4,3,0,0,0,0,1,1,1,1
5,18,5185,13,5,11,200,160,12652,2,3,100,95,40,40,40,40,0,0,15,0,15,15,15,15,2,3,1,4,0,0,0,0,0,0,1,0
5,18,5185,14,5,16,200,160,21169,3,95,2,100,15,45,60,40,0,15,0,0,15,15,15,15,1,4,3,2,0,0,0,0,0,1,0,0
5,18,5185,15,5,16,200,160,18678,95,5,5,95,60,30,15,55,0,0,15,0,15,15,15,15,2,4,1,3,0,0,0,0,0,0,1,0
5,18,5185,16,5,16,200,160,22497,100,25,25,50,45,30,15,70,15,0,15,0,15,15,15,15,4,1,3,2,0,0,0,0,1,0,1,0
5,18,5185,17,5,13,200,160,58207,25,50,100,25,40,40,40,40,0,0,15,0,15,15,15,15,1,2,3,4,0,0,0,0,0,0,1,0
5,18,5185,18,5,11,200,160,13978,25,50,25,100,40,40,40,40,0,15,15,15,15,15,15,15,1,2,4,3,0,0,0,0,0,1,1,1
5,18,5185,19,5,11,200,160,16318,25,50,25,100,60,20,60,20,0,0,0,15,15,15,15,15,3,1,2,4,0,0,0,0,0,0,0,1
5,18,5185,20,5,10,200,160,10624,25,25,100,50,45,70,40,5,15,0,0,15,15,15,15,15,3,2,1,4,0,0,0,0,1,0,0,1
5,18,5186,1,6,16,200,160,23041,65,40,40,55,45,30,25,60,15,15,0,15,15,15,15,15,3,2,1,4,0,0,0,0,1,1,0,1
5,18,5186,2,6,10,200,160,23728,70,50,40,40,20,80,40,20,15,0,0,0,15,15,15,15,4,1,2,3,0,0,0,0,1,0,0,0
5,18,5186,3,6,14,200,160,20530,60,0,70,70,10,50,50,50,15,0,15,0,15,15,15,15,1,4,3,2,0,0,0,0,1,0,1,0
5,18,5186,4,6,12,200,160,15413,50,50,50,50,40,40,20,60,15,15,15,0,15,15,15,15,1,2,3,4,0,0,0,0,1,1,1,0
5,18,5186,5,6,11,200,160,26910,30,60,80,30,10,30,60,60,15,0,15,0,15,15,15,15,3,4,1,2,0,0,0,0,1,0,1,0
5,18,5186,6,6,16,200,160,35428,70,20,60,50,40,60,15,45,15,15,15,0,15,15,15,15,3,1,4,2,0,0,0,0,1,1,1,0
5,18,5186,7,6,15,200,160,23759,60,30,50,60,11,39,95,15,15,0,0,15,15,15,15,15,2,3,4,1,0,0,0,0,1,0,0,1
5,18,5186,8,6,9,200,160,10795,50,50,50,50,90,70,0,0,0,15,15,15,15,15,15,15,4,1,3,2,0,0,0,0,0,1,1,1
5,18,5186,9,6,14,200,160,14664,70,30,70,30,39,1,50,70,15,15,0,0,15,15,15,15,4,1,3,2,0,0,0,0,1,1,0,0
5,18,5186,10,6,11,200,160,20732,30,40,30,100,60,15,15,70,0,15,0,15,15,15,15,15,4,1,2,3,0,0,0,0,0,1,0,1
5,18,5186,11,6,15,200,160,18502,60,40,30,70,29,87,35,9,15,0,0,15,15,15,15,15,2,1,3,4,0,0,0,0,1,0,0,1
5,18,5186,12,6,11,200,160,13853,60,60,20,60,40,40,40,40,0,15,0,0,15,15,15,15,4,2,1,3,0,0,0,0,0,1,0,0
5,18,5186,13,6,15,200,160,7020,50,50,50,50,21,45,35,59,0,15,15,15,15,15,15,15,2,3,1,4,0,0,0,0,0,1,1,1
5,18,5186,14,6,13,200,160,23806,60,70,20,50,40,40,40,40,15,15,0,15,15,15,15,15,3,2,1,4,0,0,0,0,1,1,0,1
5,18,5186,15,6,10,200,160,19937,30,40,70,60,45,5,40,70,0,0,15,0,15,15,15,15,1,4,3,2,0,0,0,0,0,0,1,0
5,18,5186,16,6,11,200,160,9500,30,30,70,70,40,40,40,40,15,0,15,15,15,15,15,15,4,3,2,1,0,0,0,0,1,0,1,1
5,18,5186,17,6,14,200,160,7363,50,50,50,50,10,40,75,35,15,15,15,15,15,15,15,15,4,1,3,2,0,0,0,0,1,1,1,1
5,18,5186,18,6,12,200,160,18580,70,30,30,70,30,30,70,30,15,15,15,15,15,15,15,15,3,1,2,4,0,0,0,0,1,1,1,1
5,18,5186,19,6,16,200,160,6864,50,50,50,50,40,15,45,60,0,15,15,15,15,15,15,15,2,3,4,1,0,0,0,0,0,1,1,1
5,18,5186,20,6,11,200,160,16474,20,80,80,20,20,20,60,60,15,15,15,15,15,15,15,15,3,4,2,1,0,0,0,0,1,1,1,1
5,18,5187,1,7,12,200,160,8268,50,50,50,50,40,40,40,40,15,0,15,15,15,15,15,15,2,3,4,1,0,0,0,0,1,0,1,1
5,18,5187,2,7,14,200,160,34616,30,60,60,50,30,30,45,55,15,15,15,0,15,15,15,15,3,4,2,1,0,0,0,0,1,1,1,0
5,18,5187,3,7,9,200,160,11762,50,50,75,25,50,30,60,20,15,15,15,0,15,15,15,15,1,4,2,3,0,0,0,0,1,1,1,0
5,18,5187,4,7,9,200,160,46816,65,45,55,35,50,50,10,50,0,15,15,15,15,15,15,15,2,1,4,3,0,0,0,0,0,1,1,1
5,18,5187,5,7,15,200,160,42588,40,50,60,50,110,35,5,10,0,0,15,15,15,15,15,15,3,4,1,2,0,0,0,0,0,0,1,1
5,18,5187,6,7,11,200,160,58063,40,35,90,35,20,20,60,60,0,15,15,0,15,15,15,15,4,1,3,2,0,0,0,0,0,1,1,0
5,18,5187,7,7,12,200,160,11263,50,50,60,40,20,60,40,40,15,0,15,0,15,15,15,15,4,3,1,2,0,0,0,0,1,0,1,0
5,18,5187,8,7,11,200,160,37034,30,50,70,50,50,30,30,50,0,15,15,15,15,15,15,15,3,2,4,1,0,0,0,0,0,1,1,1
5,18,5187,9,7,9,200,160,15085,60,80,20,40,0,100,60,0,15,15,0,15,15,15,15,15,2,3,4,1,0,0,0,0,1,1,0,1
5,18,5187,10,7,16,200,160,23806,35,25,40,100,40,45,15,60,0,15,15,15,15,15,15,15,4,2,1,3,0,0,0,0,0,1,1,1
5,18,5187,11,7,9,200,160,24149,80,20,55,45,40,40,40,40,15,15,0,15,15,15,15,15,1,4,3,2,0,0,0,0,1,1,0,1
5,18,5187,12,7,12,200,160,15132,75,75,25,25,40,40,40,40,15,15,0,0,15,15,15,15,1,3,2,4,0,0,0,0,1,1,0,0
5,18,5187,13,7,13,200,160,16380,50,60,60,30,20,60,60,20,15,0,15,15,15,15,15,15,4,3,2,1,0,0,0,0,1,0,1,1
5,18,5187,14,7,9,200,160,9766,60,60,30,50,5,5,80,70,15,15,0,0,15,15,15,15,2,3,1,4,0,0,0,0,1,1,0,0
5,18,5187,15,7,15,200,160,28532,60,35,45,60,55,25,55,25,0,15,15,15,15,15,15,15,4,3,2,1,0,0,0,0,0,1,1,1
5,18,5187,16,7,9,200,160,12839,35,65,45,55,79,79,1,1,15,15,15,15,15,15,15,15,3,2,1,4,0,0,0,0,1,1,1,1
5,18,5187,17,7,16,200,160,10936,45,55,35,65,55,30,60,15,15,15,0,0,15,15,15,15,3,2,1,4,0,0,0,0,1,1,0,0
5,18,5187,18,7,15,200,160,13354,40,50,50,60,60,75,5,20,0,15,15,0,15,15,15,15,3,4,2,1,0,0,0,0,0,1,1,0
5,18,5187,19,7,13,200,160,17753,40,80,30,50,40,40,40,40,0,15,0,15,15,15,15,15,2,4,3,1,0,0,0,0,0,1,0,1
5,18,5187,20,7,14,200,160,12745,40,65,55,40,50,10,75,25,0,15,0,0,15,15,15,15,1,2,4,3,0,0,0,0,0,1,0,0
5,18,5188,1,8,11,200,160,6396,45.2,55.3,44.8,54.7,40,40,40,40,0,15,15,15,15,15,15,15,4,1,2,3,0,0,0,0,0,1,1,1
5,18,5188,2,8,9,200,160,52540,45,55,55,45,0,75,75,10,15,0,15,15,15,15,15,15,2,3,4,1,0,0,0,0,1,0,1,1
5,18,5188,3,8,13,200,160,33180,45,55,45,55,75.5,30,24.5,30,15,15,15,15,15,15,15,15,2,1,4,3,0,0,0,0,1,1,1,1
5,18,5188,4,8,16,200,160,18452,45,55,45,55,15,45,70,30,0,15,0,0,15,15,15,15,1,4,2,3,0,0,0,0,0,1,0,0
5,18,5188,5,8,12,200,160,24392,55,55,45,45,40,40,40,40,0,15,15,0,15,15,15,15,3,1,4,2,0,0,0,0,0,1,1,0
5,18,5188,6,8,13,200,160,53179,30,70,70,30,40,40,40,40,0,0,0,0,15,15,15,15,3,4,1,2,0,0,0,0,0,0,0,0
5,18,5188,7,8,10,200,160,13244,50,50,50,50,70,45,40,5,0,0,15,0,15,15,15,15,2,3,1,4,0,0,0,0,0,0,1,0
5,18,5188,8,8,10,200,160,25932,55,45,45,55,40,70,5,45,0,0,0,0,15,15,15,15,4,1,2,3,0,0,0,0,0,0,0,0
5,18,5188,9,8,12,200,160,47564,75,15,75,35,30,50,30,50,15,0,15,15,15,15,15,15,1,3,2,4,0,0,0,0,1,0,1,1
5,18,5188,10,8,14,200,160,29266,50,100,14,36,60,15,10,75,15,15,0,0,15,15,15,15,3,4,1,2,0,0,0,0,1,1,0,0
5,18,5188,11,8,12,200,160,18719,50,50,45,55,40,40,40,40,15,0,0,0,15,15,15,15,2,1,3,4,0,0,0,0,1,0,0,0
5,18,5188,12,8,15,200,160,31560,55,41,55,49,20,25,110,5,15,0,0,15,15,15,15,15,1,2,3,4,0,0,0,0,1,0,0,1
5,18,5188,13,8,14,200,160,11377,50,50,50,50,15,75,35,35,15,0,0,0,15,15,15,15,4,1,3,2,0,0,0,0,1,0,0,0
5,18,5188,14,8,10,200,160,24086,9,100,50,41,5,40,70,45,0,0,0,15,15,15,15,15,4,3,2,1,0,0,0,0,0,0,0,1
5,18,5188,15,8,13,200,160,11273,45,55,45,55,40,40,40,40,15,0,15,0,15,15,15,15,2,3,4,1,0,0,0,0,1,0,1,0
5,18,5188,16,8,10,200,160,13025,45,55,55,45,5,40,45,70,15,15,15,0,15,15,15,15,3,4,2,1,0,0,0,0,1,1,1,0
5,18,5188,17,8,10,200,160,10670,45,55,45,55,40,5,45,70,15,15,0,0,15,15,15,15,3,4,1,2,0,0,0,0,1,1,0,0
5,18,5188,18,8,10,200,160,8970,55,55,45,45,45,5,70,40,15,15,15,15,15,15,15,15,1,3,4,2,0,0,0,0,1,1,1,1
5,18,5188,19,8,12,200,160,8580,55,55,45,45,40,40,40,40,15,0,0,0,15,15,15,15,2,3,4,1,0,0,0,0,1,0,0,0
5,18,5188,20,8,9,200,160,10998,55,45,55,45,75,5,5,75,0,15,15,0,15,15,15,15,2,1,4,3,0,0,0,0,0,1,1,0
5,18,5189,1,9,2,160,200,7254,59,50.3,50.3,0.4,50,50,50,50,15,0,0,0,15,15,15,15,1,4,3,2,0,0,0,0,1,0,0,0
5,18,5189,2,9,8,160,200,24274,0,75,75,10,45,55,55,45,0,15,0,0,15,15,15,15,2,3,4,1,0,0,0,0,0,1,0,0
