_indiv,_obs,_obsind,_session,altruism,couts_money_burning,discrim_society_bis,effort,employer,envy,highcost,highcostworker,highwage,lowcost,samegroupemployer,samegrouprank,samegroupworker,treatment_RankHet,treatment_RankHom,treatment_het,treatment_hom,treatment_rand,treatment_rank,unemployed,wage,wageingroupemployer,wageother_above,wageother_below,wageother_same,worker
112,17.0,14.0,5,0.175,2.0,0.0,0.0,1,0.6111111,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
112,18.0,14.0,5,0.175,2.0,0.0,0.0,1,0.6111111,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
112,19.0,14.0,5,0.175,2.0,0.0,0.0,1,0.6111111,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,32.0,0.0,0.0,1.0,0.0,0
112,20.0,14.0,5,0.175,2.0,0.0,0.0,1,0.6111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,0
113,1.0,15.0,5,0.025,4.0,1.0,0.0,1,0.9285714,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
113,2.0,15.0,5,0.025,4.0,1.0,0.0,1,0.9285714,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
113,3.0,15.0,5,0.025,4.0,1.0,0.0,1,0.9285714,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
113,4.0,15.0,5,0.025,4.0,1.0,0.0,1,0.9285714,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
113,5.0,15.0,5,0.025,4.0,1.0,0.0,1,0.9285714,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
113,6.0,15.0,5,0.025,4.0,1.0,0.0,1,0.9285714,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
113,7.0,15.0,5,0.025,4.0,1.0,0.0,1,0.9285714,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
113,8.0,15.0,5,0.025,4.0,1.0,0.0,1,0.9285714,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
113,9.0,15.0,5,0.025,4.0,1.0,0.0,1,0.9285714,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
113,10.0,15.0,5,0.025,4.0,1.0,0.0,1,0.9285714,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
113,11.0,15.0,5,0.025,4.0,1.0,0.0,1,0.9285714,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
113,12.0,15.0,5,0.025,4.0,1.0,0.0,1,0.9285714,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
113,13.0,15.0,5,0.025,4.0,1.0,0.0,1,0.9285714,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
113,14.0,15.0,5,0.025,4.0,1.0,0.0,1,0.9285714,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
113,15.0,15.0,5,0.025,4.0,1.0,0.0,1,0.9285714,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
113,16.0,15.0,5,0.025,4.0,1.0,0.0,1,0.9285714,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
113,17.0,15.0,5,0.025,4.0,1.0,0.0,1,0.9285714,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
113,18.0,15.0,5,0.025,4.0,1.0,0.0,1,0.9285714,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
113,19.0,15.0,5,0.025,4.0,1.0,0.0,1,0.9285714,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
113,20.0,15.0,5,0.025,4.0,1.0,0.0,1,0.9285714,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
114,1.0,15.0,5,0.625,1.0,1.0,0.0,0,2.8333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
114,2.0,15.0,5,0.625,1.0,1.0,0.0,0,2.8333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
114,3.0,15.0,5,0.625,1.0,1.0,0.0,0,2.8333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
114,4.0,15.0,5,0.625,1.0,1.0,0.0,0,2.8333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
114,5.0,15.0,5,0.625,1.0,1.0,0.0,0,2.8333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
114,6.0,15.0,5,0.625,1.0,1.0,0.0,0,2.8333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
114,7.0,15.0,5,0.625,1.0,1.0,0.0,0,2.8333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
115,1.0,15.0,5,0.025,1.0,1.0,0.0,0,0.02631579,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
115,2.0,15.0,5,0.025,1.0,1.0,0.0,0,0.02631579,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
115,3.0,15.0,5,0.025,1.0,1.0,0.0,0,0.02631579,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
115,4.0,15.0,5,0.025,1.0,1.0,0.0,0,0.02631579,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
115,5.0,15.0,5,0.025,1.0,1.0,0.0,0,0.02631579,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
115,6.0,15.0,5,0.025,1.0,1.0,0.0,0,0.02631579,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
115,7.0,15.0,5,0.025,1.0,1.0,0.0,0,0.02631579,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
116,1.0,15.0,5,0.125,4.0,1.0,1.0,0,0.4090909,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
116,2.0,15.0,5,0.125,4.0,1.0,1.0,0,0.4090909,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
116,3.0,15.0,5,0.125,4.0,1.0,1.0,0,0.4090909,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,32.0,1.0,0.0,1.0,0.0,1
116,4.0,15.0,5,0.125,4.0,1.0,1.0,0,0.4090909,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,32.0,1.0,0.0,0.0,1.0,1
116,5.0,15.0,5,0.125,4.0,1.0,1.0,0,0.4090909,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
116,6.0,15.0,5,0.125,4.0,1.0,1.0,0,0.4090909,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
116,7.0,15.0,5,0.125,4.0,1.0,1.0,0,0.4090909,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,32.0,1.0,0.0,1.0,0.0,1
116,8.0,15.0,5,0.125,4.0,1.0,1.0,0,0.4090909,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,32.0,1.0,0.0,0.0,1.0,1
116,9.0,15.0,5,0.125,4.0,1.0,1.0,0,0.4090909,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
116,10.0,15.0,5,0.125,4.0,1.0,1.0,0,0.4090909,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
116,11.0,15.0,5,0.125,4.0,1.0,1.0,0,0.4090909,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,32.0,0.0,0.0,1.0,0.0,1
116,12.0,15.0,5,0.125,4.0,1.0,1.0,0,0.4090909,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,32.0,0.0,0.0,0.0,1.0,1
116,13.0,15.0,5,0.125,4.0,1.0,1.0,0,0.4090909,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
116,14.0,15.0,5,0.125,4.0,1.0,1.0,0,0.4090909,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
116,15.0,15.0,5,0.125,4.0,1.0,1.0,0,0.4090909,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,32.0,0.0,0.0,1.0,0.0,1
116,16.0,15.0,5,0.125,4.0,1.0,1.0,0,0.4090909,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,32.0,0.0,0.0,0.0,1.0,1
117,1.0,15.0,5,0.025,4.0,1.0,0.0,1,0.4090909,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
117,2.0,15.0,5,0.025,4.0,1.0,0.0,1,0.4090909,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
117,3.0,15.0,5,0.025,4.0,1.0,0.0,1,0.4090909,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
117,4.0,15.0,5,0.025,4.0,1.0,0.0,1,0.4090909,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
117,5.0,15.0,5,0.025,4.0,1.0,0.0,1,0.4090909,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
117,6.0,15.0,5,0.025,4.0,1.0,0.0,1,0.4090909,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
117,7.0,15.0,5,0.025,4.0,1.0,0.0,1,0.4090909,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
117,8.0,15.0,5,0.025,4.0,1.0,0.0,1,0.4090909,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
117,9.0,15.0,5,0.025,4.0,1.0,0.0,1,0.4090909,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
117,10.0,15.0,5,0.025,4.0,1.0,0.0,1,0.4090909,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
117,11.0,15.0,5,0.025,4.0,1.0,0.0,1,0.4090909,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,32.0,1.0,0.0,1.0,0.0,0
117,12.0,15.0,5,0.025,4.0,1.0,0.0,1,0.4090909,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,0
117,13.0,15.0,5,0.025,4.0,1.0,0.0,1,0.4090909,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,0
117,14.0,15.0,5,0.025,4.0,1.0,0.0,1,0.4090909,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,32.0,1.0,0.0,1.0,0.0,0
117,15.0,15.0,5,0.025,4.0,1.0,0.0,1,0.4090909,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
117,16.0,15.0,5,0.025,4.0,1.0,0.0,1,0.4090909,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
117,17.0,15.0,5,0.025,4.0,1.0,0.0,1,0.4090909,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,0
117,18.0,15.0,5,0.025,4.0,1.0,0.0,1,0.4090909,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,32.0,1.0,0.0,1.0,0.0,0
117,19.0,15.0,5,0.025,4.0,1.0,0.0,1,0.4090909,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,0
117,20.0,15.0,5,0.025,4.0,1.0,0.0,1,0.4090909,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,32.0,1.0,0.0,1.0,0.0,0
118,1.0,15.0,5,0.075,4.0,1.0,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
118,2.0,15.0,5,0.075,4.0,1.0,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
118,3.0,15.0,5,0.075,4.0,1.0,2.0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,32.0,0.0,0.0,1.0,0.0,1
118,4.0,15.0,5,0.075,4.0,1.0,2.0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,32.0,0.0,0.0,0.0,1.0,1
118,5.0,15.0,5,0.075,4.0,1.0,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
118,6.0,15.0,5,0.075,4.0,1.0,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
118,7.0,15.0,5,0.075,4.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,32.0,0.0,0.0,1.0,0.0,1
118,8.0,15.0,5,0.075,4.0,1.0,2.0,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,32.0,0.0,0.0,0.0,1.0,1
118,9.0,15.0,5,0.075,4.0,1.0,1.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
118,10.0,15.0,5,0.075,4.0,1.0,1.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
118,11.0,15.0,5,0.075,4.0,1.0,2.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,32.0,1.0,0.0,1.0,0.0,1
118,12.0,15.0,5,0.075,4.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,32.0,1.0,0.0,0.0,1.0,1
118,13.0,15.0,5,0.075,4.0,1.0,1.0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
118,14.0,15.0,5,0.075,4.0,1.0,1.0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
118,15.0,15.0,5,0.075,4.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,32.0,1.0,0.0,1.0,0.0,1
118,16.0,15.0,5,0.075,4.0,1.0,2.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,32.0,1.0,0.0,0.0,1.0,1
119,1.0,15.0,5,0.025,4.0,1.0,1.0,0,0.02631579,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
119,2.0,15.0,5,0.025,4.0,1.0,1.0,0,0.02631579,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
119,3.0,15.0,5,0.025,4.0,1.0,1.0,0,0.02631579,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,32.0,1.0,0.0,1.0,0.0,1
119,4.0,15.0,5,0.025,4.0,1.0,1.0,0,0.02631579,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,32.0,1.0,0.0,0.0,1.0,1
119,5.0,15.0,5,0.025,4.0,1.0,1.0,0,0.02631579,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
119,6.0,15.0,5,0.025,4.0,1.0,1.0,0,0.02631579,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
119,7.0,15.0,5,0.025,4.0,1.0,1.0,0,0.02631579,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,32.0,1.0,0.0,1.0,0.0,1
119,8.0,15.0,5,0.025,4.0,1.0,1.0,0,0.02631579,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,32.0,1.0,0.0,0.0,1.0,1
119,9.0,15.0,5,0.025,4.0,1.0,1.0,0,0.02631579,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
119,10.0,15.0,5,0.025,4.0,1.0,1.0,0,0.02631579,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
119,11.0,15.0,5,0.025,4.0,1.0,1.0,0,0.02631579,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,32.0,0.0,0.0,1.0,0.0,1
119,12.0,15.0,5,0.025,4.0,1.0,1.0,0,0.02631579,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,32.0,0.0,0.0,0.0,1.0,1
119,13.0,15.0,5,0.025,4.0,1.0,1.0,0,0.02631579,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
119,14.0,15.0,5,0.025,4.0,1.0,1.0,0,0.02631579,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
119,15.0,15.0,5,0.025,4.0,1.0,1.0,0,0.02631579,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,32.0,0.0,0.0,1.0,0.0,1
119,16.0,15.0,5,0.025,4.0,1.0,1.0,0,0.02631579,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,32.0,0.0,0.0,0.0,1.0,1
120,1.0,15.0,5,0.575,4.0,1.0,1.0,0,4.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
120,2.0,15.0,5,0.575,4.0,1.0,2.0,0,4.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
120,3.0,15.0,5,0.575,4.0,1.0,3.0,0,4.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,32.0,0.0,0.0,1.0,0.0,1
120,4.0,15.0,5,0.575,4.0,1.0,4.0,0,4.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,32.0,0.0,0.0,0.0,1.0,1
120,5.0,15.0,5,0.575,4.0,1.0,2.0,0,4.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
120,6.0,15.0,5,0.575,4.0,1.0,2.0,0,4.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
120,7.0,15.0,5,0.575,4.0,1.0,3.0,0,4.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,32.0,0.0,0.0,1.0,0.0,1
120,8.0,15.0,5,0.575,4.0,1.0,1.0,0,4.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,32.0,0.0,0.0,0.0,1.0,1
120,9.0,15.0,5,0.575,4.0,1.0,2.0,0,4.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
120,10.0,15.0,5,0.575,4.0,1.0,1.0,0,4.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
120,11.0,15.0,5,0.575,4.0,1.0,3.0,0,4.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,32.0,1.0,0.0,1.0,0.0,1
120,12.0,15.0,5,0.575,4.0,1.0,3.0,0,4.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,32.0,1.0,0.0,0.0,1.0,1
120,13.0,15.0,5,0.575,4.0,1.0,1.0,0,4.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
120,14.0,15.0,5,0.575,4.0,1.0,1.0,0,4.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
120,15.0,15.0,5,0.575,4.0,1.0,3.0,0,4.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,32.0,1.0,0.0,1.0,0.0,1
120,16.0,15.0,5,0.575,4.0,1.0,4.0,0,4.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,1.0,0,32.0,1.0,0.0,0.0,1.0,1
121,1.0,16.0,6,0.025,4.0,2.0,0.0,1,0.02631579,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
121,2.0,16.0,6,0.025,4.0,2.0,0.0,1,0.02631579,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
121,3.0,16.0,6,0.025,4.0,2.0,0.0,1,0.02631579,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
121,4.0,16.0,6,0.025,4.0,2.0,0.0,1,0.02631579,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
121,5.0,16.0,6,0.025,4.0,2.0,0.0,1,0.02631579,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
121,6.0,16.0,6,0.025,4.0,2.0,0.0,1,0.02631579,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
121,7.0,16.0,6,0.025,4.0,2.0,0.0,1,0.02631579,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
