ID,Treatment,Robber,Female,Age,Econ,RobbersChoice,DecisionTime,DGSent,UGSent,UGMTA,TGSent,TGReturn,Donation,CharityValue,Expectation,SelectedRobber,PayoffBeforeRob,PayoffAfterRob
449,1,1,1,19,0,33,27.362,3,5,4,3,.3087699,8,10,27.3,0,8.75,8.75
450,1,1,1,22,0,33,15.382,1,5,4,0,.0155556,2,2,43.75,0,15.05,15.05
451,1,1,0,29,1,33,18.97,0,4,1,5,0,0,6,40.9,0,13.3,13.3
452,1,1,0,21,0,33,47.721,5,5,4,10,.5,0,5,25.9,0,8.05,8.05
453,1,1,0,28,0,33,48.625,5,5,1,10,.2540278,25,8,44.6,0,12.95,12.95
454,0,1,1,18,0,33,128.279,2,4,3,3,.153373,0,3,28.15,0,14,14
455,1,1,0,20,0,33,176.468,6,4,5,10,.1548214,20,7,31.85,0,8.75,8.75
456,1,1,0,19,1,33,51.403,0,4,1,0,0,0,5,42.18,0,9.8,9.8
457,0,1,0,20,1,33,9.672,0,5,1,0,.05,5,6,42.6,0,14.35,14.35
458,1,1,1,19,0,33,21.263,0,5,5,3,.2230754,5,10,31,0,9.1,9.1
459,0,1,0,22,1,33,23.681,3,5,4,3,.2397421,0,4,33,0,9.8,9.8
460,1,1,0,26,0,33,53.305,5,5,3,5,.305,5,10,33.5,1,8.75,65.45
461,0,1,1,18,0,50,35.428,0,5,5,0,0,0,5,33.5,0,14.35,14.35
462,0,1,0,27,0,50,18.08,0,5,1,0,0,0,8,47.84,0,12.6,12.6
463,1,1,0,24,1,50,6.318,5,5,4,4,0,10,8,45.75,0,10.15,10.15
464,0,1,1,27,0,50,23.743,5,5,4,4,.2277381,20,9,44.3,0,9.1,9.1
465,1,1,0,19,0,50,9.672,3,5,5,4,.2434921,0,4,42.3,0,11.55,11.55
466,1,1,1,25,0,50,22.714,0,5,4,5,0,0,5,50,0,9.45,9.45
467,0,1,0,23,0,50,24.539,0,5,5,0,0,0,10,46.6,0,11.55,11.55
468,0,1,0,30,1,50,24.071,0,4,3,4,0,10,10,36.95,0,9.45,9.45
469,1,1,1,20,1,50,16.395,0,5,4,5,.0962302,0,6,40.9,0,9.8,9.8
470,0,1,1,21,1,50,18.564,3,5,4,5,.2009325,5,8,45.35,0,9.8,9.8
471,0,1,1,20,1,50,38.969,2,4,2,2,.1124603,0,5,33.5,0,13.65,13.65
472,1,1,0,31,0,50,95.691,0,1,1,1,.192123,1,9,40.01,1,15.05,100.8
473,1,1,0,23,1,50,74.677,3,5,5,4,.2343849,25,8,45.45,0,7.7,7.7
474,1,1,0,21,1,50,73.663,0,0,4,0,.1511508,2,5,49.32,0,11.9,11.9
475,1,1,0,22,1,50,38.564,0,0,0,0,0,0,4,27.9,0,12.6,12.6
476,0,1,0,26,1,50,33.385,0,3,2,0,0,0,3,31,1,19.6,107.8
477,1,1,0,20,1,50,14.742,0,7,2,2,0,10,10,36.4,0,10.85,10.85
478,1,1,1,27,0,50,32.573,0,4,1,10,.25,0,8,49.32,0,11.2,11.2
479,0,1,0,24,1,50,33.93,0,4,4,10,.2199405,0,10,44.9,0,12.6,12.6
480,0,1,1,28,0,50,17.628,0,4,6,3,.1375992,10,10,50,0,10.15,10.15
481,0,1,0,22,1,50,19.141,2,5,2,0,.05,5,10,46.77,0,11.55,11.55
482,1,1,0,20,1,50,22.605,0,3,1,0,0,0,5,48.07,0,16.8,16.8
483,1,1,1,32,0,50,40.186,1,5,0,3,.2707936,10,10,40.05,0,14.7,14.7
484,1,1,1,19,1,50,82.696,4,4,4,3,.147123,5,7,34.95,0,12.25,12.25
485,0,1,0,20,0,50,38.766,0,0,1,1,0,10,7,37.33,0,9.8,9.8
486,1,1,1,29,1,50,29.64,0,4,4,4,0,0,8,42.6,0,11.55,11.55
487,1,1,1,20,0,50,51.652,2,4,4,5,.1386508,1,5,39.45,0,9.1,9.1
488,0,1,1,19,1,50,14.165,0,4,1,0,0,0,2,40.35,0,14.35,14.35
489,0,1,1,23,0,50,29.203,0,4,1,4,.3225992,2,10,44.6,0,11.2,11.2
490,0,1,0,24,0,50,22.791,3,4,1,2,.1419246,10,8,33.6,0,9.45,9.45
491,0,1,0,19,1,50,44.897,1,5,1,2,.3698611,0,1,28.9,0,9.1,9.1
492,0,1,1,26,1,50,30.124,0,5,4,0,.2052381,0,5,40.86,0,10.15,10.15
493,0,1,0,27,0,50,38.735,2,3,1,10,.05,5,8,36.9,0,11.9,11.9
494,0,1,0,25,0,50,47.971,0,3,1,0,0,0,6,47.45,0,11.55,11.55
495,0,1,1,24,1,50,24.648,0,4,4,2,0,0,3,45.75,0,10.85,10.85
496,1,1,0,26,0,50,75.583,0,4,4,0,.1292659,10,10,35.75,0,11.55,11.55
497,1,1,0,20,1,50,37.815,0,5,4,4,.005,0,10,49.15,0,12.25,12.25
498,1,1,0,25,1,50,23.681,2,4,1,0,.3416667,3,8,32.4,0,11.9,11.9
499,1,1,0,33,0,50,22.121,5,5,5,10,.3,0,2,32.6,0,14,14
500,0,1,1,21,1,50,46.176,0,0,2,2,0,0,8,2,0,8.05,8.05
501,0,1,1,26,0,50,28.127,0,4,4,0,.3,0,10,13.6,1,14.35,103.25
502,1,1,1,23,0,50,55.193,1,3,3,4,.3967857,1,7,32.5,0,11.2,11.2
503,0,1,0,25,1,50,20.062,2,2,3,10,.6464484,0,5,48.92,0,4.2,4.2
504,1,1,0,20,1,50,30.187,5,5,4,10,.2468849,10,7,42.6,0,6.65,6.65
505,0,1,0,23,1,50,60.17,0,3,1,0,.0563095,0,1,46.14,0,15.4,15.4
506,0,1,1,36,0,50,20.81,0,4,2,10,0,0,10,23.25,0,8.4,8.4
507,0,1,0,23,1,50,29.952,1,5,4,8,.2279365,0,4,45.45,0,12.6,12.6
508,0,1,1,20,0,50,45.022,1,5,4,4,.3541667,0,3,42.51,0,11.55,11.55
509,0,1,0,26,1,50,34.539,0,5,4,0,0,0,5,46.6,0,12.95,12.95
510,0,1,1,29,1,50,41.012,5,5,5,10,.2272421,0,10,36.9,0,12.6,12.6
511,1,1,1,26,1,50,32.62,0,4,1,3,.1855159,0,3,27.2,0,8.4,8.4
512,1,1,0,31,0,50,25.319,2,4,4,3,.2378175,1,4,36.9,0,12.95,12.95
513,1,1,1,26,0,50,77.142,0,0,1,0,0,0,1,47.61,0,8.75,8.75
514,0,1,1,20,0,50,17.987,5,4,1,2,.1856548,0,10,45.91,0,8.05,8.05
515,1,1,0,22,1,50,55.459,5,5,5,3,.2096825,0,9,42.4,0,10.15,10.15
516,1,1,1,22,0,50,33.135,0,5,3,5,0,0,10,38.2,0,9.45,9.45
517,1,1,1,18,0,50,19.173,4,4,2,8,.4335516,15,1,38.9,0,9.8,9.8
