;"Player";"Investment";"Pot";"Return";"Endowment_Inferred";"Subject";"Delta",
9114;74;9;36;9;50;"RAS_019";0,47
9214;83;5;20;5;20;"RAS_019";0,47
9314;42;2;8;2;5;"RAS_019";0,47
9414;105;10;40;10;50;"RAS_019";0,47
9514;81;4;16;4;10;"RAS_019";0,47
9614;80;2;8;2;5;"RAS_019";0,47
9714;89;7;28;5;50;"RAS_019";0,47
9814;104;7;28;5;50;"RAS_019";0,47
9914;46;10;40;10;50;"RAS_019";0,47
10014;101;7;28;5;50;"RAS_019";0,47
10114;72;10;40;10;50;"RAS_019";0,47
10214;41;4;16;4;10;"RAS_019";0,47
10314;52;5;20;5;20;"RAS_019";0,47
10414;49;4;16;4;10;"RAS_019";0,47
10514;58;2;8;2;5;"RAS_019";0,47
10614;85;9;36;9;50;"RAS_019";0,47
10714;115;8;32;8;20;"RAS_019";0,47
10814;47;10;40;10;50;"RAS_019";0,47
10914;113;7;28;5;50;"RAS_019";0,47
11014;77;10;40;10;50;"RAS_019";0,47
11114;88;5;20;5;20;"RAS_019";0,47
11214;70;7;28;5;50;"RAS_019";0,47
11314;116;5;20;5;20;"RAS_019";0,47
11414;87;9;36;9;50;"RAS_019";0,47
11514;109;2;8;2;5;"RAS_019";0,47
11614;90;2;8;2;5;"RAS_019";0,47
11714;102;2;8;2;5;"RAS_019";0,47
11814;62;8;32;8;20;"RAS_019";0,47
11914;119;4;16;4;10;"RAS_019";0,47
12014;44;4;16;4;10;"RAS_019";0,47
4115;105;10;40;16;20;"RAS_020";0,55
4215;108;2;8;4;5;"RAS_020";0,55
4315;67;4;16;4;20;"RAS_020";0,55
4415;78;7;28;16;10;"RAS_020";0,55
4515;89;7;28;7;50;"RAS_020";0,55
4615;44;4;16;7;10;"RAS_020";0,55
4715;104;7;28;12;20;"RAS_020";0,55
4815;101;7;28;15;10;"RAS_020";0,55
4915;54;7;28;14;10;"RAS_020";0,55
5015;87;9;36;8;50;"RAS_020";0,55
5115;63;2;8;4;5;"RAS_020";0,55
5215;73;7;28;20;50;"RAS_020";0,55
5315;70;7;28;13;10;"RAS_020";0,55
5415;66;2;8;5;2;"RAS_020";0,55
5515;47;10;40;0;50;"RAS_020";0,55
5615;111;9;36;12;50;"RAS_020";0,55
5715;113;7;28;15;10;"RAS_020";0,55
5815;52;5;20;5;20;"RAS_020";0,55
5915;59;9;36;11;50;"RAS_020";0,55
6015;85;9;36;11;50;"RAS_020";0,55
6115;42;2;8;5;2;"RAS_020";0,55
6215;74;9;36;18;10;"RAS_020";0,55
6315;90;2;8;3;5;"RAS_020";0,55
6415;75;8;32;13;20;"RAS_020";0,55
6515;61;8;32;17;10;"RAS_020";0,55
6615;64;5;20;10;10;"RAS_020";0,55
6715;84;2;8;4;5;"RAS_020";0,55
6815;106;2;8;2;10;"RAS_020";0,55
6915;69;7;28;10;20;"RAS_020";0,55
7015;57;4;16;7;10;"RAS_020";0,55
7115;107;8;32;3;50;"RAS_020";0,55
7215;80;2;8;2;10;"RAS_020";0,55
7315;117;2;8;3;5;"RAS_020";0,55
7415;56;9;36;12;50;"RAS_020";0,55
7515;98;2;8;4;5;"RAS_020";0,55
7615;68;4;16;8;5;"RAS_020";0,55
7715;86;2;8;5;2;"RAS_020";0,55
7815;91;2;8;3;5;"RAS_020";0,55
7915;118;2;8;4;5;"RAS_020";0,55
8015;96;5;20;7;20;"RAS_020";0,55
8115;120;2;8;1;10;"RAS_020";0,55
8215;48;9;36;6;50;"RAS_020";0,55
8315;76;4;16;5;20;"RAS_020";0,55
8415;115;8;32;10;50;"RAS_020";0,55
8515;99;5;20;8;10;"RAS_020";0,55
8615;97;10;40;16;20;"RAS_020";0,55
8715;51;10;40;18;20;"RAS_020";0,55
8815;79;9;36;24;50;"RAS_020";0,55
8915;119;4;16;11;20;"RAS_020";0,55
9015;88;5;20;6;20;"RAS_020";0,55
9115;43;8;32;13;20;"RAS_020";0,55
9215;100;8;32;10;50;"RAS_020";0,55
9315;46;10;40;0;50;"RAS_020";0,55
9415;95;8;32;16;10;"RAS_020";0,55
9515;103;8;32;16;10;"RAS_020";0,55
9615;50;5;20;9;10;"RAS_020";0,55
9715;65;2;8;3;5;"RAS_020";0,55
9815;71;2;8;3;5;"RAS_020";0,55
9915;81;4;16;7;10;"RAS_020";0,55
10015;41;4;16;9;5;"RAS_020";0,55
10115;55;8;32;17;10;"RAS_020";0,55
10215;102;2;8;8;10;"RAS_020";0,55
10315;116;5;20;10;10;"RAS_020";0,55
10415;62;8;32;11;50;"RAS_020";0,55
10515;58;2;8;4;5;"RAS_020";0,55
10615;60;10;40;11;50;"RAS_020";0,55
10715;110;7;28;8;50;"RAS_020";0,55
10815;94;4;16;9;5;"RAS_020";0,55
10915;92;2;8;8;10;"RAS_020";0,55
11015;72;10;40;16;20;"RAS_020";0,55
11115;45;5;20;10;10;"RAS_020";0,55
11215;49;4;16;15;20;"RAS_020";0,55
11315;109;2;8;4;5;"RAS_020";0,55
11415;83;5;20;6;20;"RAS_020";0,55
11515;53;5;20;6;20;"RAS_020";0,55
11615;77;10;40;20;20;"RAS_020";0,55
11715;93;9;36;8;50;"RAS_020";0,55
11815;82;9;36;11;50;"RAS_020";0,55
11915;114;10;40;15;50;"RAS_020";0,55
12015;112;10;40;11;50;"RAS_020";0,55
4116;109;2;8;4;5;"RAS_021";0,55
4216;103;8;32;12;20;"RAS_021";0,55
4316;48;9;36;13;50;"RAS_021";0,55
4416;68;4;16;7;10;"RAS_021";0,55
4516;93;9;36;14;20;"RAS_021";0,55
4616;104;7;28;11;20;"RAS_021";0,55
4716;116;5;20;7;20;"RAS_021";0,55
4816;63;2;8;3;5;"RAS_021";0,55
4916;84;2;8;3;5;"RAS_021";0,55
5016;113;7;28;10;20;"RAS_021";0,55
5116;62;8;32;14;20;"RAS_021";0,55
5216;89;7;28;12;20;"RAS_021";0,55
5316;53;5;20;10;10;"RAS_021";0,55
5416;77;10;40;19;20;"RAS_021";0,55
5516;54;7;28;10;20;"RAS_021";0,55
5616;79;9;36;15;20;"RAS_021";0,55
5716;82;9;36;13;50;"RAS_021";0,55
5816;120;2;8;4;5;"RAS_021";0,55
5916;83;5;20;8;10;"RAS_021";0,55
6016;92;2;8;3;5;"RAS_021";0,55
6116;55;8;32;11;50;"RAS_021";0,55
6216;52;5;20;8;10;"RAS_021";0,55
6316;58;2;8;3;5;"RAS_021";0,55
6416;46;10;40;20;20;"RAS_021";0,55
6516;73;7;28;11;20;"RAS_021";0,55
6616;60;10;40;11;50;"RAS_021";0,55
6716;56;9;36;11;50;"RAS_021";0,55
6816;43;8;32;10;50;"RAS_021";0,55
6916;74;9;36;12;50;"RAS_021";0,55
7016;81;4;16;6;10;"RAS_021";0,55
7116;87;9;36;14;20;"RAS_021";0,55
7216;102;2;8;3;5;"RAS_021";0,55
7316;90;2;8;3;5;"RAS_021";0,55
7416;101;7;28;12;20;"RAS_021";0,55
7516;106;2;8;3;5;"RAS_021";0,55
7616;75;8;32;14;20;"RAS_021";0,55
7716;69;7;28;11;20;"RAS_021";0,55
7816;110;7;28;10;20;"RAS_021";0,55
7916;76;4;16;6;10;"RAS_021";0,55
8016;100;8;32;11;50;"RAS_021";0,55
8116;47;10;40;20;20;"RAS_021";0,55
8216;44;4;16;6;10;"RAS_021";0,55
8316;117;2;8;4;5;"RAS_021";0,55
8416;105;10;40;20;20;"RAS_021";0,55
8516;71;2;8;3;5;"RAS_021";0,55
8616;49;4;16;7;10;"RAS_021";0,55
8716;99;5;20;10;10;"RAS_021";0,55
8816;85;9;36;16;20;"RAS_021";0,55
8916;45;5;20;7;20;"RAS_021";0,55
9016;72;10;40;25;10;"RAS_021";0,55
9116;50;5;20;7;20;"RAS_021";0,55
9216;51;10;40;13;50;"RAS_021";0,55
9316;111;9;36;15;20;"RAS_021";0,55
9416;118;2;8;4;5;"RAS_021";0,55
9516;61;8;32;12;20;"RAS_021";0,55
9616;70;7;28;15;10;"RAS_021";0,55
9716;91;2;8;3;5;"RAS_021";0,55
9816;41;4;16;6;10;"RAS_021";0,55
9916;42;2;8;4;5;"RAS_021";0,55
10016;107;8;32;16;10;"RAS_021";0,55
10116;115;8;32;11;50;"RAS_021";0,55
10216;59;9;36;13;50;"RAS_021";0,55
10316;66;2;8;4;5;"RAS_021";0,55
10416;57;4;16;8;5;"RAS_021";0,55
10516;78;7;28;10;20;"RAS_021";0,55
10616;64;5;20;10;10;"RAS_021";0,55
10716;80;2;8;3;5;"RAS_021";0,55
10816;95;8;32;12;20;"RAS_021";0,55
10916;88;5;20;9;10;"RAS_021";0,55
11016;96;5;20;8;10;"RAS_021";0,55
11116;114;10;40;20;20;"RAS_021";0,55
11216;97;10;40;20;20;"RAS_021";0,55
11316;98;2;8;3;5;"RAS_021";0,55
11416;86;2;8;3;5;"RAS_021";0,55
11516;119;4;16;6;10;"RAS_021";0,55
11616;65;2;8;4;5;"RAS_021";0,55
11716;108;2;8;3;5;"RAS_021";0,55
11816;112;10;40;17;20;"RAS_021";0,55
11916;67;4;16;6;10;"RAS_021";0,55
12016;94;4;16;7;10;"RAS_021";0,55
4117;119;4;16;6;10;"RAS_022";0,52
4217;107;8;32;11;20;"RAS_022";0,52
4317;95;8;32;10;50;"RAS_022";0,52
4417;94;4;16;6;10;"RAS_022";0,52
4517;89;7;28;10;20;"RAS_022";0,52
4617;117;2;8;3;5;"RAS_022";0,52
4717;83;5;20;8;10;"RAS_022";0,52
4817;49;4;16;6;10;"RAS_022";0,52
4917;48;9;36;14;20;"RAS_022";0,52
5017;59;9;36;14;20;"RAS_022";0,52
5117;110;7;28;9;20;"RAS_022";0,52
5217;78;7;28;10;20;"RAS_022";0,52
5317;68;4;16;6;10;"RAS_022";0,52
5417;55;8;32;12;20;"RAS_022";0,52
5517;67;4;16;6;10;"RAS_022";0,52
5617;97;10;40;18;20;"RAS_022";0,52
5717;102;2;8;1;10;"RAS_022";0,52
5817;112;10;40;11;50;"RAS_022";0,52
5917;96;5;20;8;10;"RAS_022";0,52
6017;47;10;40;11;50;"RAS_022";0,52
6117;81;4;16;6;10;"RAS_022";0,52
6217;79;9;36;14;20;"RAS_022";0,52
6317;75;8;32;13;20;"RAS_022";0,52
6417;111;9;36;14;20;"RAS_022";0,52
6517;87;9;36;13;20;"RAS_022";0,52
6617;71;2;8;3;5;"RAS_022";0,52
6717;70;7;28;10;20;"RAS_022";0,52
6817;41;4;16;6;10;"RAS_022";0,52
6917;58;2;8;3;5;"RAS_022";0,52
7017;115;8;32;14;20;"RAS_022";0,52
7117;91;2;8;4;2;"RAS_022";0,52
7217;65;2;8;4;2;"RAS_022";0,52
7317;72;10;40;15;20;"RAS_022";0,52
7417;74;9;36;14;20;"RAS_022";0,52
7517;53;5;20;9;10;"RAS_022";0,52
7617;113;7;28;10;20;"RAS_022";0,52
7717;92;2;8;3;5;"RAS_022";0,52
7817;114;10;40;15;20;"RAS_022";0,52
7917;44;4;16;6;10;"RAS_022";0,52
8017;66;2;8;3;5;"RAS_022";0,52
8117;43;8;32;14;20;"RAS_022";0,52
8217;99;5;20;10;5;"RAS_022";0,52
8317;76;4;16;4;20;"RAS_022";0,52
8417;101;7;28;0;50;"RAS_022";0,52
8517;85;9;36;0;50;"RAS_022";0,52
8617;45;5;20;8;10;"RAS_022";0,52
8717;84;2;8;4;2;"RAS_022";0,52
8817;77;10;40;14;50;"RAS_022";0,52
8917;104;7;28;12;10;"RAS_022";0,52
9017;86;2;8;3;5;"RAS_022";0,52
9117;42;2;8;3;5;"RAS_022";0,52
9217;88;5;20;9;10;"RAS_022";0,52
9317;63;2;8;3;5;"RAS_022";0,52
9417;64;5;20;5;20;"RAS_022";0,52
9517;105;10;40;15;20;"RAS_022";0,52
9617;103;8;32;12;20;"RAS_022";0,52
9717;80;2;8;4;2;"RAS_022";0,52
9817;90;2;8;3;5;"RAS_022";0,52
9917;69;7;28;10;20;"RAS_022";0,52
10017;73;7;28;10;20;"RAS_022";0,52
10117;100;8;32;11;20;"RAS_022";0,52
10217;50;5;20;8;10;"RAS_022";0,52
10317;108;2;8;3;5;"RAS_022";0,52
10417;61;8;32;10;50;"RAS_022";0,52
10517;116;5;20;9;10;"RAS_022";0,52
10617;106;2;8;3;5;"RAS_022";0,52
10717;93;9;36;15;20;"RAS_022";0,52
10817;109;2;8;3;5;"RAS_022";0,52
10917;46;10;40;10;50;"RAS_022";0,52
11017;54;7;28;10;20;"RAS_022";0,52
11117;82;9;36;15;20;"RAS_022";0,52
11217;56;9;36;15;20;"RAS_022";0,52
11317;52;5;20;8;10;"RAS_022";0,52
11417;118;2;8;3;5;"RAS_022";0,52
11517;98;2;8;3;5;"RAS_022";0,52
11617;60;10;40;17;20;"RAS_022";0,52
11717;51;10;40;17;20;"RAS_022";0,52
11817;62;8;32;14;20;"RAS_022";0,52
11917;57;4;16;7;10;"RAS_022";0,52
12017;120;2;8;3;5;"RAS_022";0,52
4118;46;10;40;14;20;"RAS_023";0,44
4218;75;8;32;6;50;"RAS_023";0,44
4318;92;2;8;8;10;"RAS_023";0,44
4418;69;7;28;8;20;"RAS_023";0,44
4518;115;8;32;15;10;"RAS_023";0,44
4618;41;4;16;6;5;"RAS_023";0,44
4718;61;8;32;10;20;"RAS_023";0,44
4818;45;5;20;12;20;"RAS_023";0,44
4918;109;2;8;8;10;"RAS_023";0,44
5018;99;5;20;5;10;"RAS_023";0,44
5118;119;4;16;6;5;"RAS_023";0,44
5218;62;8;32;9;20;"RAS_023";0,44
5318;108;2;8;0;10;"RAS_023";0,44
5418;110;7;28;4;50;"RAS_023";0,44
5518;74;9;36;4;50;"RAS_023";0,44
5618;57;4;16;4;10;"RAS_023";0,44
5718;100;8;32;6;50;"RAS_023";0,44
5818;104;7;28;15;10;"RAS_023";0,44
5918;81;4;16;15;20;"RAS_023";0,44
6018;93;9;36;6;50;"RAS_023";0,44
6118;43;8;32;6;50;"RAS_023";0,44
6218;71;2;8;8;10;"RAS_023";0,44
6318;82;9;36;8;50;"RAS_023";0,44
6418;97;10;40;5;50;"RAS_023";0,44
6518;76;4;16;3;20;"RAS_023";0,44
6618;117;2;8;8;10;"RAS_023";0,44
6718;94;4;16;5;10;"RAS_023";0,44
6818;113;7;28;8;20;"RAS_023";0,44
6918;83;5;20;6;10;"RAS_023";0,44
7018;60;10;40;12;20;"RAS_023";0,44
7118;79;9;36;10;20;"RAS_023";0,44
7218;103;8;32;9;20;"RAS_023";0,44
7318;85;9;36;11;20;"RAS_023";0,44
7418;52;5;20;7;10;"RAS_023";0,44
7518;58;2;8;3;5;"RAS_023";0,44
7618;120;2;8;3;5;"RAS_023";0,44
7718;112;10;40;11;20;"RAS_023";0,44
7818;90;2;8;3;5;"RAS_023";0,44
7918;59;9;36;10;20;"RAS_023";0,44
8018;63;2;8;4;2;"RAS_023";0,44
8118;114;10;40;11;20;"RAS_023";0,44
8218;42;2;8;3;5;"RAS_023";0,44
8318;116;5;20;6;10;"RAS_023";0,44
8418;48;9;36;10;20;"RAS_023";0,44
8518;105;10;40;11;20;"RAS_023";0,44
8618;66;2;8;2;5;"RAS_023";0,44
8718;68;4;16;6;5;"RAS_023";0,44
8818;101;7;28;9;10;"RAS_023";0,44
8918;96;5;20;7;10;"RAS_023";0,44
9018;87;9;36;10;20;"RAS_023";0,44
9118;102;2;8;3;5;"RAS_023";0,44
9218;111;9;36;18;10;"RAS_023";0,44
9318;89;7;28;10;10;"RAS_023";0,44
9418;50;5;20;7;10;"RAS_023";0,44
9518;95;8;32;4;50;"RAS_023";0,44
9618;49;4;16;7;5;"RAS_023";0,44
9718;64;5;20;2;20;"RAS_023";0,44
9818;70;7;28;5;20;"RAS_023";0,44
9918;56;9;36;11;20;"RAS_023";0,44
10018;78;7;28;9;10;"RAS_023";0,44
10118;80;2;8;8;10;"RAS_023";0,44
10218;55;8;32;6;50;"RAS_023";0,44
10318;98;2;8;8;10;"RAS_023";0,44
10418;77;10;40;10;20;"RAS_023";0,44
10518;86;2;8;8;10;"RAS_023";0,44
10618;107;8;32;6;50;"RAS_023";0,44
10718;106;2;8;8;10;"RAS_023";0,44
10818;72;10;40;10;20;"RAS_023";0,44
10918;53;5;20;5;10;"RAS_023";0,44
11018;65;2;8;4;2;"RAS_023";0,44
11118;54;7;28;8;20;"RAS_023";0,44
11218;84;2;8;8;10;"RAS_023";0,44
11318;91;2;8;3;5;"RAS_023";0,44
11418;47;10;40;10;20;"RAS_023";0,44
11518;88;5;20;5;10;"RAS_023";0,44
11618;51;10;40;11;20;"RAS_023";0,44
11718;73;7;28;9;10;"RAS_023";0,44
11818;118;2;8;8;10;"RAS_023";0,44
11918;67;4;16;6;5;"RAS_023";0,44
12018;44;4;16;5;10;"RAS_023";0,44
4119;83;5;20;10;10;"RAS_024";0,54
4219;87;9;36;6;50;"RAS_024";0,54
4319;99;5;20;8;10;"RAS_024";0,54
4419;93;9;36;10;50;"RAS_024";0,54
4519;110;7;28;10;20;"RAS_024";0,54
4619;118;2;8;5;2;"RAS_024";0,54
4719;42;2;8;3;5;"RAS_024";0,54
4819;63;2;8;5;2;"RAS_024";0,54
4919;116;5;20;9;10;"RAS_024";0,54
5019;101;7;28;12;20;"RAS_024";0,54
5119;56;9;36;13;50;"RAS_024";0,54
5219;69;7;28;8;50;"RAS_024";0,54
5319;77;10;40;10;50;"RAS_024";0,54
5419;90;2;8;3;5;"RAS_024";0,54
5519;96;5;20;6;20;"RAS_024";0,54
5619;47;10;40;15;50;"RAS_024";0,54
5719;70;7;28;9;20;"RAS_024";0,54
5819;58;2;8;4;2;"RAS_024";0,54
5919;51;10;40;12;50;"RAS_024";0,54
6019;44;4;16;5;20;"RAS_024";0,54
6119;86;2;8;3;5;"RAS_024";0,54
6219;106;2;8;4;2;"RAS_024";0,54
6319;43;8;32;16;10;"RAS_024";0,54
6419;41;4;16;4;20;"RAS_024";0,54
6519;57;4;16;4;20;"RAS_024";0,54
6619;104;7;28;10;20;"RAS_024";0,54
6719;55;8;32;16;10;"RAS_024";0,54
6819;50;5;20;8;10;"RAS_024";0,54
6919;107;8;32;10;50;"RAS_024";0,54
7019;119;4;16;4;20;"RAS_024";0,54
7119;46;10;40;12;50;"RAS_024";0,54
7219;65;2;8;2;10;"RAS_024";0,54
7319;73;7;28;16;10;"RAS_024";0,54
7419;111;9;36;14;20;"RAS_024";0,54
7519;120;2;8;4;2;"RAS_024";0,54
7619;79;9;36;15;20;"RAS_024";0,54
7719;62;8;32;10;50;"RAS_024";0,54
7819;112;10;40;15;50;"RAS_024";0,54
7919;85;9;36;12;50;"RAS_024";0,54
8019;82;9;36;11;50;"RAS_024";0,54
8119;48;9;36;12;50;"RAS_024";0,54
8219;68;4;16;5;20;"RAS_024";0,54
8319;113;7;28;8;50;"RAS_024";0,54
8419;115;8;32;10;50;"RAS_024";0,54
8519;60;10;40;15;50;"RAS_024";0,54
8619;67;4;16;4;20;"RAS_024";0,54
8719;76;4;16;6;10;"RAS_024";0,54
8819;80;2;8;2;10;"RAS_024";0,54
8919;52;5;20;6;20;"RAS_024";0,54
9019;95;8;32;10;50;"RAS_024";0,54
9119;103;8;32;16;10;"RAS_024";0,54
9219;64;5;20;5;20;"RAS_024";0,54
9319;49;4;16;6;10;"RAS_024";0,54
9419;78;7;28;11;20;"RAS_024";0,54
9519;88;5;20;9;10;"RAS_024";0,54
9619;109;2;8;4;2;"RAS_024";0,54
9719;45;5;20;7;20;"RAS_024";0,54
9819;84;2;8;3;5;"RAS_024";0,54
9919;91;2;8;2;10;"RAS_024";0,54
10019;94;4;16;3;20;"RAS_024";0,54
10119;72;10;40;15;50;"RAS_024";0,54
10219;61;8;32;13;20;"RAS_024";0,54
10319;114;10;40;15;50;"RAS_024";0,54
10419;54;7;28;11;20;"RAS_024";0,54
10519;75;8;32;10;50;"RAS_024";0,54
10619;102;2;8;3;5;"RAS_024";0,54
10719;89;7;28;12;20;"RAS_024";0,54
10819;100;8;32;10;50;"RAS_024";0,54
10919;108;2;8;2;10;"RAS_024";0,54
11019;81;4;16;6;10;"RAS_024";0,54
11119;105;10;40;15;50;"RAS_024";0,54
11219;74;9;36;12;50;"RAS_024";0,54
11319;92;2;8;3;5;"RAS_024";0,54
11419;53;5;20;8;10;"RAS_024";0,54
11519;98;2;8;2;10;"RAS_024";0,54
11619;66;2;8;3;5;"RAS_024";0,54
11719;59;9;36;12;50;"RAS_024";0,54
11819;71;2;8;3;5;"RAS_024";0,54
11919;117;2;8;3;5;"RAS_024";0,54
12019;97;10;40;4;50;"RAS_024";0,54
4120;41;4;16;5;10;"RAS_025";0,51
4220;42;2;8;4;2;"RAS_025";0,51
4320;54;7;28;11;20;"RAS_025";0,51
4420;66;2;8;4;2;"RAS_025";0,51
4520;89;7;28;11;20;"RAS_025";0,51
4620;58;2;8;4;2;"RAS_025";0,51
4720;76;4;16;6;10;"RAS_025";0,51
4820;111;9;36;15;20;"RAS_025";0,51
4920;102;2;8;4;2;"RAS_025";0,51
5020;110;7;28;11;20;"RAS_025";0,51
5120;61;8;32;10;20;"RAS_025";0,51
5220;108;2;8;4;2;"RAS_025";0,51
5320;46;10;40;20;10;"RAS_025";0,51
5420;94;4;16;6;10;"RAS_025";0,51
5520;120;2;8;4;2;"RAS_025";0,51
5620;91;2;8;4;2;"RAS_025";0,51
5720;77;10;40;20;10;"RAS_025";0,51
5820;86;2;8;4;2;"RAS_025";0,51
5920;57;4;16;6;10;"RAS_025";0,51
6020;117;2;8;4;2;"RAS_025";0,51
6120;85;9;36;12;20;"RAS_025";0,51
6220;67;4;16;5;10;"RAS_025";0,51
6320;75;8;32;12;20;"RAS_025";0,51
6420;105;10;40;20;10;"RAS_025";0,51
6520;52;5;20;10;5;"RAS_025";0,51
6620;99;5;20;10;5;"RAS_025";0,51
6720;87;9;36;15;20;"RAS_025";0,51
6820;103;8;32;10;20;"RAS_025";0,51
6920;107;8;32;25;50;"RAS_025";0,51
7020;43;8;32;10;20;"RAS_025";0,51
7120;93;9;36;13;20;"RAS_025";0,51
7220;118;2;8;4;2;"RAS_025";0,51
7320;115;8;32;13;20;"RAS_025";0,51
7420;50;5;20;10;5;"RAS_025";0,51
7520;80;2;8;4;2;"RAS_025";0,51
7620;73;7;28;12;10;"RAS_025";0,51
7720;45;5;20;10;5;"RAS_025";0,51
7820;63;2;8;4;2;"RAS_025";0,51
7920;112;10;40;20;10;"RAS_025";0,51
8020;113;7;28;11;20;"RAS_025";0,51
8120;60;10;40;20;10;"RAS_025";0,51
8220;82;9;36;14;20;"RAS_025";0,51
8320;79;9;36;14;20;"RAS_025";0,51
8420;96;5;20;10;5;"RAS_025";0,51
8520;51;10;40;20;10;"RAS_025";0,51
8620;116;5;20;13;20;"RAS_025";0,51
8720;81;4;16;5;10;"RAS_025";0,51
8820;78;7;28;10;20;"RAS_025";0,51
8920;84;2;8;4;2;"RAS_025";0,51
9020;88;5;20;10;5;"RAS_025";0,51
9120;55;8;32;12;20;"RAS_025";0,51
9220;71;2;8;4;2;"RAS_025";0,51
9320;74;9;36;14;20;"RAS_025";0,51
9420;97;10;40;20;10;"RAS_025";0,51
9520;95;8;32;10;20;"RAS_025";0,51
9620;90;2;8;4;2;"RAS_025";0,51
9720;106;2;8;4;2;"RAS_025";0,51
9820;49;4;16;6;10;"RAS_025";0,51
9920;119;4;16;4;20;"RAS_025";0,51
10020;100;8;32;13;20;"RAS_025";0,51
10120;83;5;20;10;5;"RAS_025";0,51
10220;62;8;32;12;20;"RAS_025";0,51
10320;53;5;20;10;5;"RAS_025";0,51
10420;98;2;8;4;2;"RAS_025";0,51
10520;109;2;8;4;2;"RAS_025";0,51
10620;56;9;36;14;20;"RAS_025";0,51
10720;44;4;16;6;10;"RAS_025";0,51
10820;92;2;8;4;2;"RAS_025";0,51
10920;70;7;28;7;50;"RAS_025";0,51
11020;101;7;28;11;20;"RAS_025";0,51
11120;59;9;36;15;20;"RAS_025";0,51
11220;104;7;28;11;20;"RAS_025";0,51
11320;48;9;36;13;20;"RAS_025";0,51
11420;65;2;8;4;2;"RAS_025";0,51
11520;68;4;16;7;5;"RAS_025";0,51
11620;114;10;40;21;10;"RAS_025";0,51
11720;72;10;40;20;10;"RAS_025";0,51
11820;64;5;20;10;5;"RAS_025";0,51
11920;47;10;40;20;10;"RAS_025";0,51
12020;69;7;28;9;20;"RAS_025";0,51
4121;118;2;8;3;10;"RAS_026";0,63
4221;108;2;8;3;10;"RAS_026";0,63
4321;48;9;36;17;50;"RAS_026";0,63
4421;104;7;28;14;20;"RAS_026";0,63
4521;90;2;8;3;10;"RAS_026";0,63
4621;100;8;32;16;20;"RAS_026";0,63
4721;42;2;8;3;10;"RAS_026";0,63
4821;53;5;20;11;10;"RAS_026";0,63
4921;107;8;32;15;50;"RAS_026";0,63
5021;84;2;8;3;10;"RAS_026";0,63
5121;92;2;8;3;10;"RAS_026";0,63
5221;86;2;8;3;10;"RAS_026";0,63
5321;93;9;36;19;20;"RAS_026";0,63
5421;43;8;32;16;20;"RAS_026";0,63
5521;111;9;36;19;20;"RAS_026";0,63
5621;65;2;8;3;10;"RAS_026";0,63
5721;74;9;36;19;20;"RAS_026";0,63
5821;69;7;28;13;20;"RAS_026";0,63
5921;67;4;16;8;10;"RAS_026";0,63
6021;94;4;16;7;20;"RAS_026";0,63
6121;114;10;40;23;20;"RAS_026";0,63
6221;116;5;20;10;20;"RAS_026";0,63
6321;112;10;40;20;50;"RAS_026";0,63
6421;51;10;40;20;50;"RAS_026";0,63
6521;61;8;32;15;50;"RAS_026";0,63
6621;63;2;8;3;10;"RAS_026";0,63
6721;57;4;16;7;20;"RAS_026";0,63
6821;109;2;8;3;10;"RAS_026";0,63
6921;45;5;20;11;10;"RAS_026";0,63
7021;81;4;16;7;20;"RAS_026";0,63
7121;44;4;16;7;20;"RAS_026";0,63
7221;79;9;36;18;20;"RAS_026";0,63
7321;102;2;8;3;10;"RAS_026";0,63
7421;96;5;20;11;10;"RAS_026";0,63
7521;58;2;8;3;10;"RAS_026";0,63
7621;85;9;36;17;50;"RAS_026";0,63
7721;52;5;20;11;10;"RAS_026";0,63
7821;46;10;40;22;20;"RAS_026";0,63
7921;88;5;20;11;10;"RAS_026";0,63
8021;60;10;40;22;20;"RAS_026";0,63
8121;41;4;16;8;10;"RAS_026";0,63
8221;56;9;36;18;20;"RAS_026";0,63
8321;54;7;28;12;50;"RAS_026";0,63
8421;99;5;20;10;20;"RAS_026";0,63
8521;64;5;20;10;20;"RAS_026";0,63
8621;76;4;16;7;20;"RAS_026";0,63
8721;89;7;28;12;50;"RAS_026";0,63
8821;59;9;36;18;20;"RAS_026";0,63
8921;47;10;40;22;20;"RAS_026";0,63
9021;71;2;8;3;10;"RAS_026";0,63
9121;98;2;8;3;10;"RAS_026";0,63
9221;75;8;32;15;50;"RAS_026";0,63
9321;106;2;8;3;10;"RAS_026";0,63
9421;103;8;32;15;50;"RAS_026";0,63
9521;120;2;8;3;10;"RAS_026";0,63
9621;70;7;28;12;50;"RAS_026";0,63
9721;82;9;36;18;20;"RAS_026";0,63
9821;62;8;32;15;50;"RAS_026";0,63
9921;97;10;40;22;20;"RAS_026";0,63
10021;50;5;20;11;10;"RAS_026";0,63
10121;66;2;8;4;5;"RAS_026";0,63
10221;77;10;40;21;20;"RAS_026";0,63
10321;95;8;32;15;50;"RAS_026";0,63
10421;91;2;8;3;10;"RAS_026";0,63
10521;87;9;36;18;20;"RAS_026";0,63
10621;83;5;20;10;20;"RAS_026";0,63
10721;117;2;8;3;10;"RAS_026";0,63
10821;101;7;28;12;50;"RAS_026";0,63
10921;68;4;16;7;20;"RAS_026";0,63
11021;110;7;28;12;50;"RAS_026";0,63
11121;78;7;28;12;50;"RAS_026";0,63
