;"Player";"Endowment";"Investment";"Pot";"Return";"Subject";"Delta",
1203;11;2;1;4;0;"RAS_035";0,
1204;13;50;8;32;0;"RAS_035";0,
1205;23;20;9;36;0;"RAS_035";0,
1206;39;20;9;36;0;"RAS_035";0,
1207;35;50;10;40;0;"RAS_035";0,
1208;33;10;7;28;0;"RAS_035";0,
1209;19;5;2;8;0;"RAS_035";0,
1210;25;10;5;20;0;"RAS_035";0,
1211;24;20;5;20;0;"RAS_035";0,
1212;30;2;1;4;0;"RAS_035";0,
1213;16;10;9;36;3;"RAS_035";0,
1214;8;2;2;8;0;"RAS_035";0,
1215;37;10;5;20;5;"RAS_035";0,
1216;9;10;5;20;5;"RAS_035";0,
1217;12;20;10;40;20;"RAS_035";0,
1218;4;10;5;20;5;"RAS_035";0,
1219;7;5;4;16;0;"RAS_035";0,
1220;3;10;5;20;0;"RAS_035";0,
1221;5;20;4;16;5;"RAS_035";0,
1222;32;10;10;40;10;"RAS_035";0,
1223;28;10;2;8;1;"RAS_035";0,
1224;21;20;10;40;10;"RAS_035";0,
1225;10;5;1;4;1;"RAS_035";0,
1226;17;2;1;4;0;"RAS_035";0,
1227;1;10;5;20;2;"RAS_035";0,
1228;14;10;4;16;5;"RAS_035";0,
1229;38;20;7;28;5;"RAS_035";0,
1230;2;20;8;32;11;"RAS_035";0,
1231;40;10;4;16;4;"RAS_035";0,
1232;29;5;5;20;5;"RAS_035";0,
1233;34;10;8;32;10;"RAS_035";0,
1234;18;10;5;20;3;"RAS_035";0,
1235;36;50;9;36;10;"RAS_035";0,
1236;31;5;2;8;2;"RAS_035";0,
1237;22;50;7;28;10;"RAS_035";0,
1238;20;20;8;32;10;"RAS_035";0,
1239;6;10;5;20;10;"RAS_035";0,
1240;27;2;1;4;0;"RAS_035";0,
1241;25;10;5;20;6;"RAS_036";0,45
1242;40;10;4;16;13;"RAS_036";0,45
1243;33;10;7;28;6;"RAS_036";0,45
1244;24;20;5;20;2;"RAS_036";0,45
1245;18;10;5;20;5;"RAS_036";0,45
1246;26;10;1;4;0;"RAS_036";0,45
1247;37;10;5;20;8;"RAS_036";0,45
1248;27;2;1;4;0;"RAS_036";0,45
1249;30;2;1;4;1;"RAS_036";0,45
1250;38;20;7;28;2;"RAS_036";0,45
1251;21;20;10;40;1;"RAS_036";0,45
1252;22;50;7;28;0;"RAS_036";0,45
1253;34;10;8;32;14;"RAS_036";0,45
1254;8;2;2;8;5;"RAS_036";0,45
1255;16;10;9;36;8;"RAS_036";0,45
1256;9;10;5;20;11;"RAS_036";0,45
1257;14;10;4;16;2;"RAS_036";0,45
1258;11;2;1;4;2;"RAS_036";0,45
1259;10;5;1;4;1;"RAS_036";0,45
1260;31;5;2;8;6;"RAS_036";0,45
1261;7;5;4;16;13;"RAS_036";0,45
1262;28;10;2;8;1;"RAS_036";0,45
1263;6;10;5;20;6;"RAS_036";0,45
1264;13;50;8;32;12;"RAS_036";0,45
1265;32;10;10;40;30;"RAS_036";0,45
1266;39;20;9;36;16;"RAS_036";0,45
1267;15;20;7;28;20;"RAS_036";0,45
1268;5;20;4;16;8;"RAS_036";0,45
1269;2;20;8;32;11;"RAS_036";0,45
1270;4;10;5;20;10;"RAS_036";0,45
1271;17;2;1;4;1;"RAS_036";0,45
1272;12;20;10;40;7;"RAS_036";0,45
1273;1;10;5;20;10;"RAS_036";0,45
1274;35;50;10;40;4;"RAS_036";0,45
1275;23;20;9;36;10;"RAS_036";0,45
1276;29;5;5;20;11;"RAS_036";0,45
1277;36;50;9;36;10;"RAS_036";0,45
1278;19;5;2;8;2;"RAS_036";0,45
1279;20;20;8;32;5;"RAS_036";0,45
1280;3;10;5;20;5;"RAS_036";0,45
1281;29;5;5;20;10;"RAS_037";0,59
1282;10;5;1;4;2;"RAS_037";0,59
1283;16;10;9;36;16;"RAS_037";0,59
1284;4;10;5;20;15;"RAS_037";0,59
1285;19;5;2;8;4;"RAS_037";0,59
1286;22;50;7;28;13;"RAS_037";0,59
1287;9;10;5;20;10;"RAS_037";0,59
1288;6;10;5;20;10;"RAS_037";0,59
1289;7;5;4;16;7;"RAS_037";0,59
1290;40;10;4;16;11;"RAS_037";0,59
1291;15;20;7;28;12;"RAS_037";0,59
1292;13;50;8;32;8;"RAS_037";0,59
1293;2;20;8;32;16;"RAS_037";0,59
1294;27;2;1;4;2;"RAS_037";0,59
1295;37;10;5;20;10;"RAS_037";0,59
1296;17;2;1;4;2;"RAS_037";0,59
1297;32;10;10;40;21;"RAS_037";0,59
1298;20;20;8;32;18;"RAS_037";0,59
1299;12;20;10;40;18;"RAS_037";0,59
1300;35;50;10;40;20;"RAS_037";0,59
1301;39;20;9;36;17;"RAS_037";0,59
1302;34;10;8;32;18;"RAS_037";0,59
1303;31;5;2;8;5;"RAS_037";0,59
1304;1;10;5;20;10;"RAS_037";0,59
1305;8;2;2;8;8;"RAS_037";0,59
1306;23;20;9;36;14;"RAS_037";0,59
1307;25;10;5;20;10;"RAS_037";0,59
1308;30;2;1;4;2;"RAS_037";0,59
1309;24;20;5;20;10;"RAS_037";0,59
1310;28;10;2;8;4;"RAS_037";0,59
1311;14;10;4;16;5;"RAS_037";0,59
1312;5;20;4;16;5;"RAS_037";0,59
1313;18;10;5;20;7;"RAS_037";0,59
1314;11;2;1;4;2;"RAS_037";0,59
1315;26;10;1;4;1;"RAS_037";0,59
1316;36;50;9;36;5;"RAS_037";0,59
1317;21;20;10;40;15;"RAS_037";0,59
1318;3;10;5;20;11;"RAS_037";0,59
1319;38;20;7;28;13;"RAS_037";0,59
1320;33;10;7;28;14;"RAS_037";0,59
1321;37;10;5;20;10;"RAS_038";0,53
1322;14;10;4;16;6;"RAS_038";0,53
1323;24;20;5;20;5;"RAS_038";0,53
1324;35;50;10;40;8;"RAS_038";0,53
1325;3;10;5;20;5;"RAS_038";0,53
1326;7;5;4;16;10;"RAS_038";0,53
1327;1;10;5;20;10;"RAS_038";0,53
1328;40;10;4;16;4;"RAS_038";0,53
1329;5;20;4;16;2;"RAS_038";0,53
1330;4;10;5;20;8;"RAS_038";0,53
1331;33;10;7;28;8;"RAS_038";0,53
1332;16;10;9;36;16;"RAS_038";0,53
1333;19;5;2;8;3;"RAS_038";0,53
1334;22;50;7;28;8;"RAS_038";0,53
1335;17;2;1;4;2;"RAS_038";0,53
1336;39;20;9;36;10;"RAS_038";0,53
1337;8;2;2;8;6;"RAS_038";0,53
1338;25;10;5;20;10;"RAS_038";0,53
1339;31;5;2;8;4;"RAS_038";0,53
1340;29;5;5;20;15;"RAS_038";0,53
1341;2;20;8;32;10;"RAS_038";0,53
1342;21;20;10;40;15;"RAS_038";0,53
1343;18;10;5;20;8;"RAS_038";0,53
1344;36;50;9;36;4;"RAS_038";0,53
1345;15;20;7;28;14;"RAS_038";0,53
1346;27;2;1;4;2;"RAS_038";0,53
1347;26;10;1;4;0;"RAS_038";0,53
1348;9;10;5;20;10;"RAS_038";0,53
1349;28;10;2;8;0;"RAS_038";0,53
1350;38;20;7;28;7;"RAS_038";0,53
1351;12;20;10;40;20;"RAS_038";0,53
1352;30;2;1;4;2;"RAS_038";0,53
1353;6;10;5;20;10;"RAS_038";0,53
1354;32;10;10;40;25;"RAS_038";0,53
1355;11;2;1;4;2;"RAS_038";0,53
1356;10;5;1;4;0;"RAS_038";0,53
1357;34;10;8;32;16;"RAS_038";0,53
1358;20;20;8;32;10;"RAS_038";0,53
1359;23;20;9;36;11;"RAS_038";0,53
1360;13;50;8;32;2;"RAS_038";0,53
1361;11;2;1;4;2;"RAS_040";0,52
1362;18;10;5;20;10;"RAS_040";0,52
1363;37;10;5;20;10;"RAS_040";0,52
1364;14;10;4;16;12;"RAS_040";0,52
1365;1;10;5;20;5;"RAS_040";0,52
1366;32;10;10;40;18;"RAS_040";0,52
1367;12;20;10;40;10;"RAS_040";0,52
1368;17;2;1;4;2;"RAS_040";0,52
1369;15;20;7;28;8;"RAS_040";0,52
1370;29;5;5;20;11;"RAS_040";0,52
1371;38;20;7;28;7;"RAS_040";0,52
1372;3;10;5;20;10;"RAS_040";0,52
1373;8;2;2;8;4;"RAS_040";0,52
1374;6;10;5;20;9;"RAS_040";0,52
1375;7;5;4;16;7;"RAS_040";0,52
1376;19;5;2;8;3;"RAS_040";0,52
1377;26;10;1;4;1;"RAS_040";0,52
1378;33;10;7;28;10;"RAS_040";0,52
1379;24;20;5;20;4;"RAS_040";0,52
1380;27;2;1;4;1;"RAS_040";0,52
1381;28;10;2;8;1;"RAS_040";0,52
1382;39;20;9;36;12;"RAS_040";0,52
1383;10;5;1;4;1;"RAS_040";0,52
1384;31;5;2;8;3;"RAS_040";0,52
1385;35;50;10;40;10;"RAS_040";0,52
1386;20;20;8;32;10;"RAS_040";0,52
1387;25;10;5;20;10;"RAS_040";0,52
1388;34;10;8;32;16;"RAS_040";0,52
1389;22;50;7;28;6;"RAS_040";0,52
1390;21;20;10;40;17;"RAS_040";0,52
1391;5;20;4;16;3;"RAS_040";0,52
1392;36;50;9;36;7;"RAS_040";0,52
1393;9;10;5;20;10;"RAS_040";0,52
1394;40;10;4;16;5;"RAS_040";0,52
1395;4;10;5;20;10;"RAS_040";0,52
1396;30;2;1;4;2;"RAS_040";0,52
1397;16;10;9;36;26;"RAS_040";0,52
1398;13;50;8;32;5;"RAS_040";0,52
1399;2;20;8;32;10;"RAS_040";0,52
1400;23;20;9;36;16;"RAS_040";0,52
