round,ppnr,groupid,ingroupid,bidnr,price,session,biddinground,currentprice,jump,decision,cv,signal,q5,q6,q7,q8,q9,q10,q11,q12,profit,firstjump,bidcount,entering,verdiensten
13,248,2,2,1,130,24,1,0,130,1,119,175,2,2,6,5,3,5,3,3,-21,130,3,1,-21
13,248,2,2,2,140,24,3,130,10,1,119,175,2,2,6,5,3,5,3,3,-21,130,3,1,-21
13,248,2,2,3,145,24,4,140,5,1,119,175,2,2,6,5,3,5,3,3,-21,130,3,1,-21
14,248,2,4,1,100,24,2,95,5,1,77,71,2,2,6,5,3,5,3,3,-23,,2,0,-23
14,248,2,4,2,105,24,3,100,5,1,77,71,2,2,6,5,3,5,3,3,-23,,2,0,-23
15,248,2,4,1,25,24,1,0,25,0,85,25,2,2,6,5,3,5,3,3,-8,25,1,1,0
16,248,1,1,1,13,24,1,0,13,0,85,43,2,2,6,5,3,5,3,3,-10,13,6,1,0
16,248,1,1,2,40,24,2,13,27,0,85,43,2,2,6,5,3,5,3,3,-10,13,6,1,0
16,248,1,1,3,45,24,4,40,5,0,85,43,2,2,6,5,3,5,3,3,-10,13,6,1,0
16,248,1,1,4,58,24,8,56,2,0,85,43,2,2,6,5,3,5,3,3,-10,13,6,1,0
16,248,1,1,5,62,24,10,60,2,0,85,43,2,2,6,5,3,5,3,3,-10,13,6,1,0
16,248,1,1,6,64,24,11,62,2,0,85,43,2,2,6,5,3,5,3,3,-10,13,6,1,0
17,248,1,3,1,120,24,1,0,120,1,89,118,2,2,6,5,3,5,3,3,-16,120,1,1,-16
20,248,1,2,1,100,24,1,0,100,0,122,133,2,2,6,5,3,5,3,3,-2,100,3,1,0
20,248,1,2,2,120,24,7,114,6,0,122,133,2,2,6,5,3,5,3,3,-2,100,3,1,0
20,248,1,2,3,124,24,13,120,4,0,122,133,2,2,6,5,3,5,3,3,-2,100,3,1,0
21,248,1,2,1,60,24,2,0,60,0,106,57,2,2,6,5,3,5,3,3,18,60,1,1,0
22,248,1,4,1,120,24,3,106,14,1,123,152,2,2,6,5,3,5,3,3,0,,2,0,0
22,248,1,4,2,125,24,7,120,5,1,123,152,2,2,6,5,3,5,3,3,0,,2,0,0
23,248,2,2,1,40,24,1,0,40,0,86,52,2,2,6,5,3,5,3,3,11,40,1,1,0
24,248,1,1,1,110,24,1,0,110,1,116,135,2,2,6,5,3,5,3,3,-16,110,5,1,-16
24,248,1,1,2,120,24,5,113,7,1,116,135,2,2,6,5,3,5,3,3,-16,110,5,1,-16
24,248,1,1,3,125,24,7,121,4,1,116,135,2,2,6,5,3,5,3,3,-16,110,5,1,-16
24,248,1,1,4,130,24,9,125,5,1,116,135,2,2,6,5,3,5,3,3,-16,110,5,1,-16
24,248,1,1,5,133,24,14,131,2,1,116,135,2,2,6,5,3,5,3,3,-16,110,5,1,-16
25,248,1,3,1,80,24,2,34,46,0,99,84,2,2,6,5,3,5,3,3,-6,,2,0,0
25,248,1,3,2,103,24,9,100,3,0,99,84,2,2,6,5,3,5,3,3,-6,,2,0,0
26,248,2,1,1,70,24,1,0,70,0,101,77,2,2,6,5,3,5,3,3,-32,70,1,1,0
27,248,1,5,1,70,24,1,0,70,0,93,78,2,2,6,5,3,5,3,3,-8,70,2,1,0
27,248,1,5,2,92,24,3,90,2,0,93,78,2,2,6,5,3,5,3,3,-8,70,2,1,0
28,248,1,2,1,110,24,2,88,22,1,111,151,2,2,6,5,3,5,3,3,1,,1,0,1
30,248,1,2,1,110,24,3,100,10,0,121,109,2,2,6,5,3,5,3,3,4,,4,0,0
30,248,1,2,2,112,24,6,110,2,0,121,109,2,2,6,5,3,5,3,3,4,,4,0,0
30,248,1,2,3,115,24,7,112,3,0,121,109,2,2,6,5,3,5,3,3,4,,4,0,0
30,248,1,2,4,117,24,8,115,2,0,121,109,2,2,6,5,3,5,3,3,4,,4,0,0
1,249,1,5,1,100,24,6,81,19,0,50,69,,,,,,,,,-56,,2,0,0
1,249,1,5,2,105,24,9,101,4,0,50,69,,,,,,,,,-56,,2,0,0
2,249,1,5,1,100,24,1,0,100,0,111,143,,,,,,,,,5,100,1,1,0
3,249,1,2,1,70,24,1,0,70,0,90,126,,,,,,,,,-20,70,3,1,0
3,249,1,2,2,102,24,3,100,2,0,90,126,,,,,,,,,-20,70,3,1,0
3,249,1,2,3,103,24,5,102,1,0,90,126,,,,,,,,,-20,70,3,1,0
4,249,2,1,1,80,24,1,0,80,1,117,145,,,,,,,,,7,80,10,1,7
4,249,2,1,2,85,24,3,82,3,1,117,145,,,,,,,,,7,80,10,1,7
4,249,2,1,3,90,24,5,87,3,1,117,145,,,,,,,,,7,80,10,1,7
4,249,2,1,4,98,24,7,95,3,1,117,145,,,,,,,,,7,80,10,1,7
4,249,2,1,5,100,24,8,98,2,1,117,145,,,,,,,,,7,80,10,1,7
4,249,2,1,6,101,24,9,100,1,1,117,145,,,,,,,,,7,80,10,1,7
4,249,2,1,7,102,24,10,101,1,1,117,145,,,,,,,,,7,80,10,1,7
4,249,2,1,8,103,24,11,102,1,1,117,145,,,,,,,,,7,80,10,1,7
4,249,2,1,9,109,24,12,103,6,1,117,145,,,,,,,,,7,80,10,1,7
4,249,2,1,10,112,24,14,109,3,1,117,145,,,,,,,,,7,80,10,1,7
5,249,1,5,1,100,24,1,0,100,0,101,82,,,,,,,,,-19,100,2,1,0
5,249,1,5,2,102,24,4,101,1,0,101,82,,,,,,,,,-19,100,2,1,0
6,249,2,2,1,50,24,1,0,50,1,118,152,,,,,,,,,10,50,9,1,10
6,249,2,2,2,70,24,2,69,1,1,118,152,,,,,,,,,10,50,9,1,10
6,249,2,2,3,85,24,3,80,5,1,118,152,,,,,,,,,10,50,9,1,10
6,249,2,2,4,90,24,4,85,5,1,118,152,,,,,,,,,10,50,9,1,10
6,249,2,2,5,95,24,5,90,5,1,118,152,,,,,,,,,10,50,9,1,10
6,249,2,2,6,98,24,6,95,3,1,118,152,,,,,,,,,10,50,9,1,10
6,249,2,2,7,102,24,7,98,4,1,118,152,,,,,,,,,10,50,9,1,10
6,249,2,2,8,105,24,9,102,3,1,118,152,,,,,,,,,10,50,9,1,10
6,249,2,2,9,110,24,10,105,5,1,118,152,,,,,,,,,10,50,9,1,10
7,249,2,3,1,30,24,1,0,30,0,93,108,,,,,,,,,-7,30,1,1,0
8,249,1,2,1,36,24,1,0,36,0,86,129,,,,,,,,,-19,36,2,1,0
8,249,1,2,2,101,24,3,100,1,0,86,129,,,,,,,,,-19,36,2,1,0
9,249,2,2,1,80,24,3,78,2,0,105,97,,,,,,,,,15,,3,0,0
9,249,2,2,2,87,24,6,85,2,0,105,97,,,,,,,,,15,,3,0,0
9,249,2,2,3,89,24,7,87,2,0,105,97,,,,,,,,,15,,3,0,0
10,249,2,5,1,21,24,1,0,21,0,140,111,,,,,,,,,21,21,2,1,0
10,249,2,5,2,78,24,3,69,9,0,140,111,,,,,,,,,21,21,2,1,0
11,249,2,2,1,34,24,1,0,34,1,72,149,,,,,,,,,-39,34,3,1,-39
11,249,2,2,2,107,24,5,101,6,1,72,149,,,,,,,,,-39,34,3,1,-39
11,249,2,2,3,112,24,6,107,5,1,72,149,,,,,,,,,-39,34,3,1,-39
12,249,2,1,1,25,24,1,0,25,1,113,171,,,,,,,,,3,25,3,1,3
12,249,2,1,2,90,24,2,80,10,1,113,171,,,,,,,,,3,25,3,1,3
12,249,2,1,3,113,24,3,100,13,1,113,171,,,,,,,,,3,25,3,1,3
13,249,1,4,1,50,24,1,0,50,0,94,106,,,,,,,,,-16,50,1,1,0
15,249,2,2,1,78,24,1,0,78,1,85,169,,,,,,,,,-8,78,2,1,-8
15,249,2,2,2,96,24,3,90,6,1,85,169,,,,,,,,,-8,78,2,1,-8
16,249,1,5,1,23,24,1,0,23,0,85,101,,,,,,,,,-10,23,1,1,0
17,249,1,2,1,25,24,1,0,25,0,89,45,,,,,,,,,-16,25,2,1,0
17,249,1,2,2,45,24,4,40,5,0,89,45,,,,,,,,,-16,25,2,1,0
18,249,2,3,1,45,24,2,0,45,0,61,147,,,,,,,,,-24,45,10,1,0
18,249,2,3,2,60,24,3,45,15,0,61,147,,,,,,,,,-24,45,10,1,0
18,249,2,3,3,70,24,4,60,10,0,61,147,,,,,,,,,-24,45,10,1,0
18,249,2,3,4,75,24,7,70,5,0,61,147,,,,,,,,,-24,45,10,1,0
18,249,2,3,5,77,24,9,76,1,0,61,147,,,,,,,,,-24,45,10,1,0
18,249,2,3,6,79,24,11,78,1,0,61,147,,,,,,,,,-24,45,10,1,0
18,249,2,3,7,80,24,12,79,1,0,61,147,,,,,,,,,-24,45,10,1,0
18,249,2,3,8,81,24,13,80,1,0,61,147,,,,,,,,,-24,45,10,1,0
18,249,2,3,9,82,24,14,81,1,0,61,147,,,,,,,,,-24,45,10,1,0
18,249,2,3,10,85,24,15,82,3,0,61,147,,,,,,,,,-24,45,10,1,0
19,249,2,5,1,13,24,1,0,13,0,71,113,,,,,,,,,-19,13,5,1,0
19,249,2,5,2,57,24,5,50,7,0,71,113,,,,,,,,,-19,13,5,1,0
19,249,2,5,3,65,24,7,60,5,0,71,113,,,,,,,,,-19,13,5,1,0
19,249,2,5,4,70,24,8,65,5,0,71,113,,,,,,,,,-19,13,5,1,0
19,249,2,5,5,73,24,12,70,3,0,71,113,,,,,,,,,-19,13,5,1,0
20,249,2,1,1,50,24,1,0,50,0,89,106,,,,,,,,,4,50,1,1,0
21,249,1,5,1,34,24,2,0,34,0,106,81,,,,,,,,,18,34,1,1,0
22,249,1,2,1,106,24,2,100,6,0,123,141,,,,,,,,,0,,1,0,0
23,249,2,5,1,43,24,2,40,3,0,86,96,,,,,,,,,11,,1,0,0
24,249,2,5,1,102,24,2,100,2,0,96,131,,,,,,,,,-14,,1,0,0
25,249,1,2,1,34,24,1,0,34,0,99,132,,,,,,,,,-6,34,1,1,0
26,249,2,3,1,34,24,1,0,34,0,101,149,,,,,,,,,-32,34,2,1,0
26,249,2,3,2,80,24,2,70,10,0,101,149,,,,,,,,,-32,34,2,1,0
27,249,1,1,1,56,24,1,0,56,0,93,45,,,,,,,,,-8,56,1,1,0
28,249,2,1,1,56,24,1,0,56,0,136,133,,,,,,,,,25,56,1,1,0
29,249,2,1,1,78,24,1,0,78,0,133,101,,,,,,,,,24,78,1,1,0
30,249,1,5,1,90,24,1,0,90,0,121,125,,,,,,,,,4,90,1,1,0
1,261,1,4,1,95,26,3,90,5,0,129,118,1,1,5,5,1,1,1,1,-68,,2,0,0
1,261,1,4,2,120,26,6,115,5,0,129,118,1,1,5,5,1,1,1,1,-68,,2,0,0
2,261,1,5,1,5,26,1,0,5,0,108,81,1,1,5,5,1,1,1,1,-7,5,6,1,0
2,261,1,5,2,40,26,4,35,5,0,108,81,1,1,5,5,1,1,1,1,-7,5,6,1,0
2,261,1,5,3,58,26,7,55,3,0,108,81,1,1,5,5,1,1,1,1,-7,5,6,1,0
2,261,1,5,4,90,26,11,85,5,0,108,81,1,1,5,5,1,1,1,1,-7,5,6,1,0
2,261,1,5,5,95,26,12,90,5,0,108,81,1,1,5,5,1,1,1,1,-7,5,6,1,0
2,261,1,5,6,98,26,13,96,2,0,108,81,1,1,5,5,1,1,1,1,-7,5,6,1,0
3,261,1,2,1,15,26,1,0,15,0,111,133,1,1,5,5,1,1,1,1,-40,15,6,1,0
3,261,1,2,2,80,26,6,75,5,0,111,133,1,1,5,5,1,1,1,1,-40,15,6,1,0
3,261,1,2,3,105,26,10,101,4,0,111,133,1,1,5,5,1,1,1,1,-40,15,6,1,0
3,261,1,2,4,110,26,12,105,5,0,111,133,1,1,5,5,1,1,1,1,-40,15,6,1,0
3,261,1,2,5,120,26,13,110,10,0,111,133,1,1,5,5,1,1,1,1,-40,15,6,1,0
3,261,1,2,6,125,26,15,120,5,0,111,133,1,1,5,5,1,1,1,1,-40,15,6,1,0
4,261,1,4,1,5,26,1,0,5,0,63,100,1,1,5,5,1,1,1,1,-73,5,3,1,0
4,261,1,4,2,65,26,3,50,15,0,63,100,1,1,5,5,1,1,1,1,-73,5,3,1,0
4,261,1,4,3,115,26,11,112,3,0,63,100,1,1,5,5,1,1,1,1,-73,5,3,1,0
5,261,2,4,1,40,26,2,0,40,0,61,49,1,1,5,5,1,1,1,1,-57,40,1,1,0
6,261,2,4,1,20,26,2,0,20,0,91,109,1,1,5,5,1,1,1,1,-24,20,7,1,0
6,261,2,4,2,26,26,4,25,1,0,91,109,1,1,5,5,1,1,1,1,-24,20,7,1,0
6,261,2,4,3,31,26,6,27,4,0,91,109,1,1,5,5,1,1,1,1,-24,20,7,1,0
6,261,2,4,4,60,26,9,56,4,0,91,109,1,1,5,5,1,1,1,1,-24,20,7,1,0
6,261,2,4,5,70,26,11,61,9,0,91,109,1,1,5,5,1,1,1,1,-24,20,7,1,0
6,261,2,4,6,90,26,15,85,5,0,91,109,1,1,5,5,1,1,1,1,-24,20,7,1,0
6,261,2,4,7,96,26,18,91,5,0,91,109,1,1,5,5,1,1,1,1,-24,20,7,1,0
7,261,1,4,1,1,26,1,0,1,0,116,139,1,1,5,5,1,1,1,1,-19,1,5,1,0
7,261,1,4,2,15,26,4,6,9,0,116,139,1,1,5,5,1,1,1,1,-19,1,5,1,0
7,261,1,4,3,65,26,5,60,5,0,116,139,1,1,5,5,1,1,1,1,-19,1,5,1,0
7,261,1,4,4,90,26,7,80,10,0,116,139,1,1,5,5,1,1,1,1,-19,1,5,1,0
7,261,1,4,5,112,26,10,111,1,0,116,139,1,1,5,5,1,1,1,1,-19,1,5,1,0
8,261,1,3,1,10,26,1,0,10,0,100,117,1,1,5,5,1,1,1,1,-10,10,2,1,0
8,261,1,3,2,110,26,7,100,10,0,100,117,1,1,5,5,1,1,1,1,-10,10,2,1,0
9,261,1,3,1,12,26,1,0,12,0,141,127,1,1,5,5,1,1,1,1,-13,12,1,1,0
10,261,2,4,1,120,26,3,100,20,0,115,151,1,1,5,5,1,1,1,1,-8,,2,0,0
10,261,2,4,2,123,26,8,122,1,0,115,151,1,1,5,5,1,1,1,1,-8,,2,0,0
11,261,2,5,1,100,26,2,10,90,1,94,134,1,1,5,5,1,1,1,1,-36,,3,0,-36
11,261,2,5,2,122,26,7,120,2,1,94,134,1,1,5,5,1,1,1,1,-36,,3,0,-36
11,261,2,5,3,130,26,9,122,8,1,94,134,1,1,5,5,1,1,1,1,-36,,3,0,-36
12,261,2,3,1,100,26,5,90,10,0,122,193,1,1,5,5,1,1,1,1,2,,3,0,0
12,261,2,3,2,110,26,6,100,10,0,122,193,1,1,5,5,1,1,1,1,2,,3,0,0
12,261,2,3,3,120,26,8,115,5,0,122,193,1,1,5,5,1,1,1,1,2,,3,0,0
13,261,1,4,1,110,26,4,100,10,0,120,135,1,1,5,5,1,1,1,1,-11,,1,0,0
14,261,1,4,1,56,26,2,0,56,0,81,111,1,1,5,5,1,1,1,1,23,56,1,1,0
15,261,1,4,1,20,26,2,0,20,0,69,97,1,1,5,5,1,1,1,1,-42,20,5,1,0
15,261,1,4,2,30,26,6,25,5,0,69,97,1,1,5,5,1,1,1,1,-42,20,5,1,0
15,261,1,4,3,35,26,8,31,4,0,69,97,1,1,5,5,1,1,1,1,-42,20,5,1,0
15,261,1,4,4,40,26,9,35,5,0,69,97,1,1,5,5,1,1,1,1,-42,20,5,1,0
15,261,1,4,5,70,26,16,60,10,0,69,97,1,1,5,5,1,1,1,1,-42,20,5,1,0
16,261,1,5,1,60,26,3,20,40,0,110,113,1,1,5,5,1,1,1,1,-5,,3,0,0
16,261,1,5,2,70,26,4,60,10,0,110,113,1,1,5,5,1,1,1,1,-5,,3,0,0
16,261,1,5,3,91,26,7,90,1,0,110,113,1,1,5,5,1,1,1,1,-5,,3,0,0
17,261,2,2,1,80,26,1,0,80,0,139,161,1,1,5,5,1,1,1,1,26,80,5,1,0
17,261,2,2,2,90,26,2,80,10,0,139,161,1,1,5,5,1,1,1,1,26,80,5,1,0
17,261,2,2,3,100,26,3,90,10,0,139,161,1,1,5,5,1,1,1,1,26,80,5,1,0
17,261,2,2,4,110,26,6,107,3,0,139,161,1,1,5,5,1,1,1,1,26,80,5,1,0
17,261,2,2,5,113,26,9,112,1,0,139,161,1,1,5,5,1,1,1,1,26,80,5,1,0
18,261,2,2,1,10,26,1,0,10,0,83,38,1,1,5,5,1,1,1,1,-28,10,1,1,0
19,261,2,5,1,90,26,1,0,90,1,114,167,1,1,5,5,1,1,1,1,26,90,1,1,26
21,261,2,3,1,49,26,1,0,49,0,105,89,1,1,5,5,1,1,1,1,-1,49,6,1,0
21,261,2,3,2,75,26,3,60,15,0,105,89,1,1,5,5,1,1,1,1,-1,49,6,1,0
21,261,2,3,3,80,26,4,75,5,0,105,89,1,1,5,5,1,1,1,1,-1,49,6,1,0
21,261,2,3,4,100,26,8,99,1,0,105,89,1,1,5,5,1,1,1,1,-1,49,6,1,0
21,261,2,3,5,101,26,9,100,1,0,105,89,1,1,5,5,1,1,1,1,-1,49,6,1,0
21,261,2,3,6,103,26,11,101,2,0,105,89,1,1,5,5,1,1,1,1,-1,49,6,1,0
22,261,1,4,1,71,26,2,70,1,0,72,69,1,1,5,5,1,1,1,1,-38,,2,0,0
22,261,1,4,2,101,26,5,100,1,0,72,69,1,1,5,5,1,1,1,1,-38,,2,0,0
23,261,1,5,1,101,26,4,100,1,0,66,68,1,1,5,5,1,1,1,1,-45,,1,0,0
24,261,1,2,1,81,26,1,0,81,0,122,131,1,1,5,5,1,1,1,1,-8,81,5,1,0
24,261,1,2,2,101,26,2,81,20,0,122,131,1,1,5,5,1,1,1,1,-8,81,5,1,0
24,261,1,2,3,120,26,4,110,10,0,122,131,1,1,5,5,1,1,1,1,-8,81,5,1,0
24,261,1,2,4,125,26,6,120,5,0,122,131,1,1,5,5,1,1,1,1,-8,81,5,1,0
24,261,1,2,5,130,26,8,125,5,0,122,131,1,1,5,5,1,1,1,1,-8,81,5,1,0
25,261,2,3,1,20,26,1,0,20,0,65,61,1,1,5,5,1,1,1,1,-10,20,2,1,0
25,261,2,3,2,50,26,2,44,6,0,65,61,1,1,5,5,1,1,1,1,-10,20,2,1,0
26,261,2,3,1,100,26,1,0,100,1,133,182,1,1,5,5,1,1,1,1,-7,100,5,1,-7
26,261,2,3,2,120,26,2,100,20,1,133,182,1,1,5,5,1,1,1,1,-7,100,5,1,-7
26,261,2,3,3,132,26,5,120,12,1,133,182,1,1,5,5,1,1,1,1,-7,100,5,1,-7
26,261,2,3,4,140,26,7,132,8,1,133,182,1,1,5,5,1,1,1,1,-7,100,5,1,-7
26,261,2,3,5,150,26,8,140,10,1,133,182,1,1,5,5,1,1,1,1,-7,100,5,1,-7
27,261,2,2,1,77,26,2,0,77,0,78,117,1,1,5,5,1,1,1,1,-4,77,1,1,0
28,261,2,2,1,56,26,1,0,56,0,97,116,1,1,5,5,1,1,1,1,-35,56,2,1,0
28,261,2,2,2,80,26,3,70,10,0,97,116,1,1,5,5,1,1,1,1,-35,56,2,1,0
29,261,2,3,1,100,26,2,77,23,0,105,174,1,1,5,5,1,1,1,1,-26,,3,0,0
29,261,2,3,2,120,26,3,100,20,0,105,174,1,1,5,5,1,1,1,1,-26,,3,0,0
29,261,2,3,3,130,26,6,125,5,0,105,174,1,1,5,5,1,1,1,1,-26,,3,0,0
30,261,2,5,1,43,26,1,0,43,0,87,43,1,1,5,5,1,1,1,1,12,43,1,1,0
1,262,2,1,1,90,26,1,0,90,0,81,110,1,4,7,7,7,7,7,4,-19,90,1,1,0
2,262,1,4,1,80,26,2,0,80,0,108,113,1,4,7,7,7,7,7,4,-7,80,4,1,0
2,262,1,4,2,101,26,16,100,1,0,108,113,1,4,7,7,7,7,7,4,-7,80,4,1,0
2,262,1,4,3,107,26,19,105,2,0,108,113,1,4,7,7,7,7,7,4,-7,80,4,1,0
2,262,1,4,4,113,26,24,112,1,0,108,113,1,4,7,7,7,7,7,4,-7,80,4,1,0
3,262,2,5,1,70,26,4,65,5,0,89,59,1,4,7,7,7,7,7,4,-52,,1,0,0
4,262,2,1,1,12,26,1,0,12,0,100,52,1,4,7,7,7,7,7,4,-41,12,3,1,0
4,262,2,1,2,33,26,3,12,21,0,100,52,1,4,7,7,7,7,7,4,-41,12,3,1,0
4,262,2,1,3,77,26,5,50,27,0,100,52,1,4,7,7,7,7,7,4,-41,12,3,1,0
5,262,1,1,1,100,26,4,17,83,0,92,95,1,4,7,7,7,7,7,4,-38,,1,0,0
6,262,2,5,1,90,26,7,31,59,0,91,93,1,4,7,7,7,7,7,4,-24,,2,0,0
6,262,2,5,2,100,26,20,97,3,0,91,93,1,4,7,7,7,7,7,4,-24,,2,0,0
7,262,1,1,1,110,26,2,0,110,1,116,144,1,4,7,7,7,7,7,4,-19,110,7,1,-19
7,262,1,1,2,120,26,10,111,9,1,116,144,1,4,7,7,7,7,7,4,-19,110,7,1,-19
7,262,1,1,3,129,26,11,120,9,1,116,144,1,4,7,7,7,7,7,4,-19,110,7,1,-19
7,262,1,1,4,133,26,14,129,4,1,116,144,1,4,7,7,7,7,7,4,-19,110,7,1,-19
7,262,1,1,5,134,26,16,133,1,1,116,144,1,4,7,7,7,7,7,4,-19,110,7,1,-19
7,262,1,1,6,135,26,17,134,1,1,116,144,1,4,7,7,7,7,7,4,-19,110,7,1,-19
7,262,1,1,7,146,26,18,135,11,1,116,144,1,4,7,7,7,7,7,4,-19,110,7,1,-19
8,262,2,3,1,33,26,3,15,18,0,104,112,1,4,7,7,7,7,7,4,-21,,2,0,0
8,262,2,3,2,104,26,8,102,2,0,104,112,1,4,7,7,7,7,7,4,-21,,2,0,0
9,262,2,1,1,130,26,1,0,130,1,40,49,1,4,7,7,7,7,7,4,-65,130,1,1,-65
10,262,2,2,1,100,26,1,0,100,1,115,200,1,4,7,7,7,7,7,4,-8,100,3,1,-8
10,262,2,2,2,120,26,4,111,9,1,115,200,1,4,7,7,7,7,7,4,-8,100,3,1,-8
10,262,2,2,3,125,26,6,120,5,1,115,200,1,4,7,7,7,7,7,4,-8,100,3,1,-8
11,262,2,4,1,10,26,1,0,10,0,94,82,1,4,7,7,7,7,7,4,-36,10,3,1,0
11,262,2,4,2,15,26,2,10,5,0,94,82,1,4,7,7,7,7,7,4,-36,10,3,1,0
11,262,2,4,3,107,26,4,105,2,0,94,82,1,4,7,7,7,7,7,4,-36,10,3,1,0
12,262,1,3,1,10,26,2,0,10,0,107,94,1,4,7,7,7,7,7,4,-8,10,10,1,0
12,262,1,3,2,15,26,3,10,5,0,107,94,1,4,7,7,7,7,7,4,-8,10,10,1,0
12,262,1,3,3,20,26,5,16,4,0,107,94,1,4,7,7,7,7,7,4,-8,10,10,1,0
12,262,1,3,4,30,26,6,20,10,0,107,94,1,4,7,7,7,7,7,4,-8,10,10,1,0
12,262,1,3,5,40,26,7,30,10,0,107,94,1,4,7,7,7,7,7,4,-8,10,10,1,0
12,262,1,3,6,50,26,8,40,10,0,107,94,1,4,7,7,7,7,7,4,-8,10,10,1,0
12,262,1,3,7,60,26,10,51,9,0,107,94,1,4,7,7,7,7,7,4,-8,10,10,1,0
12,262,1,3,8,70,26,12,65,5,0,107,94,1,4,7,7,7,7,7,4,-8,10,10,1,0
12,262,1,3,9,80,26,13,70,10,0,107,94,1,4,7,7,7,7,7,4,-8,10,10,1,0
12,262,1,3,10,91,26,15,90,1,0,107,94,1,4,7,7,7,7,7,4,-8,10,10,1,0
13,262,2,3,1,100,26,2,0,100,1,119,157,1,4,7,7,7,7,7,4,-9,100,2,1,-9
13,262,2,3,2,150,26,4,101,49,1,119,157,1,4,7,7,7,7,7,4,-9,100,2,1,-9
14,262,2,1,1,10,26,2,0,10,0,117,89,1,4,7,7,7,7,7,4,6,10,1,1,0
15,262,2,1,1,50,26,2,0,50,0,92,109,1,4,7,7,7,7,7,4,-45,50,2,1,0
15,262,2,1,2,80,26,4,50,30,0,92,109,1,4,7,7,7,7,7,4,-45,50,2,1,0
16,262,2,1,1,50,26,1,0,50,0,123,119,1,4,7,7,7,7,7,4,23,50,1,1,0
17,262,1,3,1,50,26,1,0,50,0,107,97,1,4,7,7,7,7,7,4,-22,50,2,1,0
17,262,1,3,2,80,26,4,55,25,0,107,97,1,4,7,7,7,7,7,4,-22,50,2,1,0
18,262,2,5,1,20,26,2,10,10,0,83,56,1,4,7,7,7,7,7,4,-28,,1,0,0
19,262,2,1,1,80,26,2,30,50,0,114,83,1,4,7,7,7,7,7,4,26,,1,0,0
21,262,2,4,1,60,26,1,0,60,0,105,101,1,4,7,7,7,7,7,4,-1,60,3,1,0
21,262,2,4,2,100,26,5,75,25,0,105,101,1,4,7,7,7,7,7,4,-1,60,3,1,0
21,262,2,4,3,105,26,11,101,4,0,105,101,1,4,7,7,7,7,7,4,-1,60,3,1,0
22,262,1,3,1,70,26,1,0,70,0,72,128,1,4,7,7,7,7,7,4,-38,70,6,1,0
22,262,1,3,2,80,26,2,70,10,0,72,128,1,4,7,7,7,7,7,4,-38,70,6,1,0
22,262,1,3,3,90,26,3,80,10,0,72,128,1,4,7,7,7,7,7,4,-38,70,6,1,0
22,262,1,3,4,99,26,4,90,9,0,72,128,1,4,7,7,7,7,7,4,-38,70,6,1,0
22,262,1,3,5,109,26,6,101,8,0,72,128,1,4,7,7,7,7,7,4,-38,70,6,1,0
22,262,1,3,6,110,26,7,109,1,0,72,128,1,4,7,7,7,7,7,4,-38,70,6,1,0
23,262,2,2,1,150,26,2,0,150,1,134,191,1,4,7,7,7,7,7,4,31,150,1,1,31
24,262,2,4,1,66,26,1,0,66,0,82,67,1,4,7,7,7,7,7,4,-8,66,1,1,0
25,262,2,1,1,50,26,1,0,50,0,65,65,1,4,7,7,7,7,7,4,-10,50,1,1,0
26,262,2,5,1,100,26,1,0,100,0,133,153,1,4,7,7,7,7,7,4,-7,100,3,1,0
26,262,2,5,2,130,26,4,110,20,0,133,153,1,4,7,7,7,7,7,4,-7,100,3,1,0
26,262,2,5,3,140,26,6,130,10,0,133,153,1,4,7,7,7,7,7,4,-7,100,3,1,0
27,262,2,5,1,60,26,1,0,60,0,78,89,1,4,7,7,7,7,7,4,-4,60,1,1,0
28,262,1,4,1,150,26,1,0,150,1,110,159,1,4,7,7,7,7,7,4,-5,150,1,1,-5
29,262,1,3,1,80,26,1,0,80,0,96,98,1,4,7,7,7,7,7,4,-14,80,1,1,0
30,262,1,5,1,70,26,1,0,70,0,62,81,1,4,7,7,7,7,7,4,-10,70,1,1,0
1,263,1,5,1,140,26,2,0,140,0,129,136,4,4,5,5,2,4,2,4,-68,140,8,1,0
1,263,1,5,2,142,26,11,141,1,0,129,136,4,4,5,5,2,4,2,4,-68,140,8,1,0
1,263,1,5,3,160,26,14,150,10,0,129,136,4,4,5,5,2,4,2,4,-68,140,8,1,0
1,263,1,5,4,162,26,18,161,1,0,129,136,4,4,5,5,2,4,2,4,-68,140,8,1,0
1,263,1,5,5,170,26,19,162,8,0,129,136,4,4,5,5,2,4,2,4,-68,140,8,1,0
1,263,1,5,6,177,26,24,175,2,0,129,136,4,4,5,5,2,4,2,4,-68,140,8,1,0
1,263,1,5,7,190,26,26,178,12,0,129,136,4,4,5,5,2,4,2,4,-68,140,8,1,0
1,263,1,5,8,197,26,30,190,7,0,129,136,4,4,5,5,2,4,2,4,-68,140,8,1,0
2,263,2,5,1,125,26,2,100,25,0,102,142,4,4,5,5,2,4,2,4,-74,,5,0,0
2,263,2,5,2,131,26,6,130,1,0,102,142,4,4,5,5,2,4,2,4,-74,,5,0,0
2,263,2,5,3,134,26,9,133,1,0,102,142,4,4,5,5,2,4,2,4,-74,,5,0,0
2,263,2,5,4,148,26,17,147,1,0,102,142,4,4,5,5,2,4,2,4,-74,,5,0,0
